id_commune;code_region;population_municipale;population_comptee_a_part
21154;27;5347;350
21155;27;41;6
21156;27;49;0
21157;27;16;0
21158;27;179;5
21159;27;99;4
21160;27;99;1
21161;27;79;5
21162;27;483;8
21163;27;192;5
21164;27;143;3
21165;27;74;4
21166;27;14025;191
21167;27;123;4
21168;27;40;0
21169;27;161;4
21170;27;378;5
21171;27;11123;210
21172;27;304;6
21173;27;639;15
21175;27;193;1
21176;27;123;2
21177;27;180;1
21178;27;306;10
21179;27;898;10
21180;27;153;4
21181;27;141;2
21182;27;95;1
21183;27;1055;13
21184;27;70;0
21185;27;529;20
21186;27;616;17
21187;27;123;4
21189;27;436;9
21190;27;442;19
21191;27;811;24
21192;27;625;10
21193;27;366;16
21194;27;936;12
21195;27;219;4
21196;27;977;16
21197;27;32;0
21198;27;255;3
21199;27;160;2
21200;27;1110;25
21201;27;247;5
21202;27;148;1
21203;27;122;2
21204;27;86;1
21205;27;240;6
21207;27;79;4
21208;27;166;4
21209;27;1912;41
21210;27;526;5
21211;27;131;2
21212;27;322;4
21214;27;170;4
21215;27;185;0
21216;27;105;2
21217;27;133;4
21218;27;116;0
21219;27;141;0
21220;27;144;3
21221;27;40;2
21222;27;118;3
21223;27;1537;36
21224;27;65;4
21225;27;131;2
21226;27;343;11
21227;27;505;7
21228;27;143;0
21229;27;91;2
21230;27;377;8
21231;27;158002;3378
21232;27;203;5
21233;27;200;1
21234;27;61;3
21235;27;53;1
21236;27;253;6
21237;27;95;3
21238;27;132;2
21239;27;781;11
21240;27;313;2
21241;27;292;16
21242;27;298;4
21243;27;73;4
21244;27;67;0
21245;27;318;3
21246;27;182;3
21247;27;798;13
21248;27;61;1
21249;27;677;20
21250;27;86;2
21251;27;280;27
21252;27;79;4
21253;27;138;4
21254;27;208;10
21255;27;325;3
21256;27;314;7
21257;27;68;2
21258;27;225;3
21259;27;287;10
21260;27;152;4
21261;27;619;11
21262;27;30;0
21263;27;1660;41
21264;27;43;0
21265;27;750;21
21266;27;192;1
21267;27;495;13
21268;27;190;3
21269;27;445;9
21270;27;206;7
21271;27;283;3
21272;27;267;4
21273;27;1402;18
21274;27;165;3
21275;27;133;3
21276;27;118;4
21277;27;886;19
21278;27;8800;204
21279;27;25;0
21280;27;133;6
21281;27;170;2
21282;27;101;2
21283;27;65;1
21284;27;292;4
21285;27;497;5
21286;27;88;1
21287;27;159;7
21288;27;162;1
21289;27;118;8
21290;27;901;13
21291;27;365;10
21292;27;5231;44
21293;27;118;0
21294;27;433;5
21295;27;3048;41
21296;27;177;1
21297;27;720;6
21298;27;108;3
21299;27;88;1
21300;27;354;9
21301;27;267;2
21302;27;124;2
21303;27;9;0
21304;27;255;9
21305;27;196;2
21306;27;210;3
21307;27;142;2
21308;27;203;12
21309;27;83;3
21310;27;113;2
21311;27;73;1
21312;27;26;3
21313;27;46;0
21314;27;79;2
21315;27;1227;16
21316;27;327;5
21317;27;4405;57
21319;27;894;13
21320;27;790;14
21321;27;77;2
21322;27;313;14
21323;27;138;4
21324;27;51;1
21325;27;183;2
21326;27;73;4
21327;27;255;4
21328;27;47;0
21329;27;42;2
21330;27;373;3
21331;27;330;4
21332;27;996;22
21333;27;228;5
21334;27;512;12
21335;27;115;3
21336;27;673;13
21337;27;1350;13
21338;27;163;3
21339;27;511;19
21340;27;250;5
21341;27;105;4
21342;27;437;9
21343;27;95;1
21344;27;216;5
21345;27;188;3
21346;27;299;3
21347;27;337;17
21348;27;102;1
21349;27;491;8
21350;27;54;1
21351;27;1164;120
21352;27;1137;16
21353;27;1237;27
21354;27;53;0
21355;27;8545;127
21356;27;1596;36
21357;27;113;3
21358;27;183;4
21359;27;58;3
21360;27;116;3
21361;27;516;12
21362;27;132;3
21363;27;318;6
21364;27;83;3
21365;27;79;0
21366;27;214;3
21367;27;260;2
21368;27;244;13
21369;27;316;4
21370;27;902;18
21371;27;808;19
21372;27;83;5
21373;27;783;15
21374;27;191;6
21375;27;187;5
21376;27;104;1
21377;27;47;0
21378;27;93;2
21379;27;160;1
21380;27;56;2
21381;27;92;4
21382;27;192;3
21383;27;1688;21
21384;27;56;5
21385;27;325;8
21386;27;323;12
21387;27;220;5
21388;27;596;11
21389;27;207;1
21390;27;5311;76
21391;27;843;10
21392;27;60;1
21393;27;153;8
21394;27;158;4
21395;27;91;1
21396;27;69;2
21397;27;179;3
21398;27;361;8
21399;27;213;2
21400;27;48;0
21401;27;320;5
21402;27;9;0
21403;27;86;1
21404;27;420;16
21405;27;807;22
21406;27;248;2
21407;27;236;11
21408;27;1690;29
21409;27;462;13
21410;27;30;2
21411;27;567;18
21412;27;1408;45
21413;27;397;15
21414;27;315;9
21415;27;178;5
21416;27;2008;37
21417;27;108;0
21418;27;59;4
21419;27;264;5
21420;27;161;3
21421;27;233;3
21422;27;130;4
21423;27;747;23
21424;27;111;2
21425;27;4848;132
21426;27;206;3
21427;27;188;5
21428;27;166;4
21429;27;296;6
21430;27;85;5
21431;27;147;5
21432;27;253;4
21433;27;386;7
21434;27;192;1
21435;27;301;6
21436;27;156;3
21437;27;243;5
21438;27;74;3
21439;27;88;0
21440;27;194;5
21441;27;239;7
21442;27;664;11
21444;27;69;0
21445;27;144;2
21446;27;261;5
21447;27;81;0
21448;27;87;1
21449;27;182;3
21450;27;166;5
21451;27;76;3
21452;27;3036;34
21454;27;111;0
21455;27;199;8
21456;27;153;8
21457;27;73;5
21458;27;1153;16
21459;27;233;5
21460;27;65;1
21461;27;1435;22
21462;27;948;18
21463;27;56;1
21464;27;5362;91
21465;27;77;1
21466;27;40;4
21467;27;128;4
21468;27;88;1
21469;27;459;13
21470;27;51;3
21471;27;15;0
21472;27;170;1
21473;27;1604;11
21474;27;415;11
21475;27;506;10
21476;27;163;5
21477;27;83;2
21478;27;285;5
21479;27;90;1
21480;27;236;9
21481;27;2138;33
21482;27;635;15
21483;27;294;5
21484;27;65;5
21485;27;2542;46
21487;27;411;3
21488;27;192;2
21489;27;55;4
21490;27;157;7
21491;27;69;1
21492;27;454;12
21493;27;571;7
21494;27;83;0
21495;27;155;1
21496;27;1301;20
21497;27;173;15
21498;27;49;2
21499;27;203;4
21500;27;551;9
21501;27;1537;119
21502;27;602;7
21503;27;132;4
21504;27;91;3
21505;27;710;10
21506;27;373;5
21508;27;446;8
21510;27;155;1
21511;27;128;4
21512;27;383;10
21514;27;102;3
21515;27;9099;381
21516;27;77;4
21517;27;507;12
21518;27;204;2
21519;27;351;8
21520;27;151;0
21521;27;892;11
21522;27;447;5
21523;27;150;2
21524;27;92;0
21525;27;889;14
21526;27;41;0
21527;27;285;9
21528;27;141;2
21529;27;49;1
21530;27;149;1
21531;27;484;5
21532;27;1155;11
21533;27;87;3
21534;27;731;42
21535;27;1328;10
21536;27;291;11
21537;27;115;2
21538;27;118;4
21539;27;56;1
21540;27;7546;101
21541;27;221;8
21542;27;450;0
21543;27;193;8
21544;27;58;6
21545;27;929;15
21546;27;207;4
21547;27;199;3
21548;27;182;3
21549;27;82;4
21550;27;131;5
21552;27;36;1
21553;27;109;3
21554;27;1063;7
21555;27;1500;21
21556;27;243;3
21557;27;109;3
21558;27;900;31
21559;27;692;11
21560;27;300;2
21561;27;453;1
21562;27;198;6
21563;27;121;2
21564;27;407;9
21565;27;508;8
21566;27;142;3
21567;27;215;5
21568;27;691;11
21569;27;220;6
21570;27;169;16
21571;27;238;2
21572;27;399;5
21573;27;372;3
21574;27;386;9
21575;27;344;4
21576;27;161;4
21577;27;1344;25
21578;27;322;4
21579;27;208;6
21580;27;135;2
21581;27;145;2
21582;27;908;12
21583;27;55;2
21584;27;2372;109
21585;27;969;14
21586;27;718;10
21587;27;246;4
21588;27;68;1
21589;27;102;1
21590;27;1288;41
21591;27;861;14
21592;27;228;11
21593;27;79;1
21594;27;193;3
21595;27;163;4
21596;27;385;6
21597;27;53;1
21598;27;174;2
21599;27;2407;34
21600;27;124;4
21601;27;96;4
21602;27;26;0
21603;27;4120;353
21604;27;140;4
21605;27;1966;52
21606;27;1809;46
21607;27;2310;22
21608;27;98;4
21609;27;497;7
21610;27;362;7
21611;27;915;13
21612;27;87;1
21613;27;157;8
21614;27;399;4
21615;27;241;8
21616;27;190;7
21617;27;11713;226
21618;27;579;8
21619;27;218;6
21620;27;159;5
21622;27;255;4
21623;27;1578;34
21624;27;141;1
21625;27;81;3
21626;27;60;2
21627;27;95;9
21628;27;65;0
21629;27;305;5
21630;27;213;8
21631;27;54;0
21632;27;1040;31
21633;27;188;1
21634;27;137;0
21635;27;104;6
21636;27;254;8
21637;27;213;3
21638;27;1138;7
21639;27;746;14
21640;27;215;5
21641;27;457;12
21642;27;423;8
21643;27;445;8
21644;27;170;4
21645;27;598;16
21646;27;123;3
21647;27;119;1
21648;27;175;1
21649;27;53;0
21650;27;149;4
21651;27;202;4
21652;27;297;7
21653;27;51;2
21655;27;232;10
21656;27;697;11
21657;27;1944;49
21659;27;168;10
21660;27;49;1
21661;27;1744;26
21662;27;33;0
21663;27;2846;37
21664;27;82;4
21665;27;170;0
21666;27;94;3
21667;27;399;7
21669;27;81;0
21670;27;281;4
21671;27;52;1
21672;27;28;1
21673;27;215;2
21674;27;201;3
21675;27;39;1
21676;27;215;5
21677;27;116;1
21678;27;185;3
21679;27;129;2
21680;27;504;7
21681;27;86;1
21682;27;269;1
21683;27;356;3
21684;27;951;49
21685;27;252;6
21686;27;144;2
21687;27;139;5
21688;27;113;4
21689;27;168;7
21690;27;92;2
21691;27;396;7
21692;27;252;4
21693;27;69;1
21694;27;26;0
21695;27;60;1
21696;27;96;2
21698;27;385;9
21699;27;1167;13
21700;27;86;3
21701;27;126;5
21702;27;266;7
21703;27;48;0
21704;27;100;0
21705;27;77;1
21706;27;104;1
21707;27;217;4
21708;27;331;12
21709;27;178;2
21710;27;1064;18
21711;27;102;4
21712;27;233;15
21713;27;342;5
21714;27;339;9
21715;27;192;1
21716;27;171;5
21717;27;276;11
22001;53;599;18
22002;53;1144;36
22003;53;928;77
22004;53;4809;92
22005;53;1026;16
22006;53;268;9
22008;53;1125;40
22009;53;160;1
22011;53;1062;27
22012;53;881;17
22013;53;2122;44
22014;53;1165;29
22015;53;1680;30
22016;53;352;6
22018;53;295;5
22019;53;488;13
22020;53;2902;68
22021;53;1176;25
22023;53;421;1
22024;53;227;1
22025;53;2229;33
22026;53;744;8
22027;53;417;12
22028;53;841;25
22029;53;348;13
22030;53;889;21
22031;53;653;9
22032;53;2495;144
22033;53;359;11
22034;53;1532;58
22035;53;1036;15
22036;53;210;4
22037;53;386;4
22039;53;554;27
22040;53;582;9
22041;53;263;3
22042;53;495;15
22043;53;211;5
22044;53;1781;50
22045;53;345;7
22046;53;6396;115
22047;53;934;18
22048;53;2197;47
22049;53;1629;44
22050;53;14407;587
22052;53;370;7
22053;53;682;13
22054;53;3922;92
22055;53;6934;215
22056;53;1757;26
22057;53;399;12
22059;53;1412;40
22060;53;605;19
22061;53;1363;40
22062;53;544;10
22063;53;555;9
22064;53;948;30
22065;53;1729;36
22067;53;2545;59
22068;53;430;8
22069;53;217;5
22070;53;7069;553
22071;53;714;9
22072;53;407;9
22073;53;375;16
22074;53;644;17
22075;53;720;7
22076;53;1325;36
22077;53;1195;15
22079;53;2268;36
22081;53;4183;97
22082;53;906;32
22083;53;679;12
22084;53;2520;51
22085;53;289;8
22086;53;658;12
22087;53;653;25
22088;53;253;3
22090;53;1067;20
22091;53;442;9
22092;53;269;3
22093;53;16688;470
22094;53;1558;63
22095;53;180;10
22096;53;459;3
22097;53;726;18
22098;53;1425;34
22099;53;1098;17
22101;53;1133;25
22103;53;958;39
22104;53;526;28
22105;53;1146;23
22106;53;7801;263
22107;53;1256;39
22108;53;122;2
22109;53;210;5
22110;53;601;12
22111;53;404;7
22112;53;437;5
22113;53;20210;936
22114;53;847;17
22115;53;441;16
22116;53;1351;23
22117;53;1716;33
22118;53;4195;96
22119;53;591;10
22121;53;1780;29
22122;53;735;12
22124;53;218;8
22126;53;158;1
22127;53;1480;38
22128;53;410;15
22129;53;67;3
22131;53;813;13
22132;53;252;4
22133;53;626;15
22134;53;3077;117
22135;53;2329;45
22136;53;9605;384
22137;53;1469;30
22138;53;360;5
22139;53;89;1
22140;53;598;16
22141;53;237;6
22143;53;1697;23
22144;53;1326;34
22145;53;836;11
22146;53;391;17
22147;53;2937;230
22148;53;234;4
22149;53;431;17
22150;53;947;27
22152;53;1262;41
22153;53;790;17
22155;53;2141;32
22156;53;649;15
22157;53;670;17
22158;53;2439;64
22160;53;946;18
22161;53;2748;107
22162;53;7179;335
22163;53;691;20
22164;53;1839;26
22165;53;607;19
22166;53;2494;63
22168;53;7089;196
22169;53;173;4
22170;53;1633;34
22171;53;4441;91
22172;53;2981;54
22174;53;869;5
22175;53;1464;20
22176;53;6839;111
22177;53;1353;29
22178;53;1325;34
22179;53;1602;27
22180;53;1901;31
22181;53;629;27
22182;53;3242;75
22183;53;3697;126
22184;53;1587;30
22185;53;2429;73
22186;53;4083;129
22187;53;14309;487
22188;53;1090;10
22189;53;580;10
22190;53;3775;76
22193;53;1617;25
22194;53;3620;98
22195;53;2298;42
22196;53;936;21
22197;53;2968;80
22198;53;3857;165
22199;53;1197;19
22200;53;593;11
22201;53;754;13
22202;53;754;15
22203;53;4103;77
22204;53;1232;20
22205;53;417;3
22206;53;3916;55
22207;53;2176;45
22208;53;1711;33
22209;53;3757;63
22210;53;3039;125
22211;53;3687;117
22212;53;1140;33
22213;53;3551;108
22214;53;3140;56
22215;53;11383;356
22216;53;731;12
22217;53;408;14
22218;53;1166;36
22219;53;2448;59
22220;53;1643;53
22221;53;1733;37
22222;53;4541;88
22223;53;1989;268
22224;53;1579;57
22225;53;5409;113
22226;53;2464;57
22227;53;776;11
22228;53;1462;29
22229;53;1071;25
22231;53;317;4
22232;53;1991;39
22233;53;2263;55
22234;53;1160;22
22235;53;237;4
22236;53;715;7
22237;53;2188;65
22238;53;531;12
22239;53;1333;37
22240;53;1077;15
22241;53;1024;30
22242;53;1559;23
22243;53;539;17
22244;53;484;18
22245;53;966;14
22246;53;2103;32
22248;53;1807;37
22249;53;611;10
22250;53;1009;25
22251;53;7300;208
22254;53;1117;22
22255;53;879;21
22256;53;1078;26
22257;53;381;8
22258;53;3856;225
22259;53;3976;111
22260;53;556;7
22261;53;362;11
22262;53;2867;200
22263;53;333;3
22264;53;2713;576
22265;53;1763;56
22266;53;3056;324
22267;53;392;3
22268;53;600;10
22269;53;250;6
22271;53;353;7
22272;53;2289;53
22273;53;2176;32
22274;53;372;6
22275;53;1238;25
22276;53;269;0
22277;53;2309;49
22278;53;43605;1494
22279;53;1119;37
22280;53;1051;36
22281;53;1519;25
22282;53;3308;77
22283;53;877;26
22284;53;290;9
22285;53;258;8
22286;53;474;14
22287;53;1453;36
22288;53;351;6
22289;53;213;1
22291;53;251;8
22293;53;408;13
22294;53;305;6
22295;53;358;8
22296;53;646;11
22299;53;1512;43
22300;53;392;9
22302;53;911;19
22304;53;650;9
22305;53;495;5
22306;53;555;14
22307;53;2029;50
22308;53;646;18
22309;53;195;4
22310;53;468;15
22311;53;874;35
22312;53;226;8
22313;53;306;11
22314;53;403;7
22315;53;284;11
22316;53;469;11
22317;53;265;2
22318;53;307;8
22319;53;456;13
22320;53;168;3
22321;53;1594;45
22322;53;387;8
22323;53;815;13
22324;53;1290;55
22325;53;3121;222
22326;53;546;5
22327;53;1637;27
22328;53;408;6
22330;53;395;12
22331;53;185;2
22332;53;521;9
22333;53;761;29
22334;53;127;7
22335;53;236;0
22337;53;1107;25
22338;53;760;26
22339;53;2524;76
22340;53;1196;27
22341;53;692;10
22342;53;427;9
22343;53;3641;126
22344;53;748;16
22345;53;784;15
22346;53;900;24
22347;53;1060;19
22348;53;495;9
22349;53;1449;39
22350;53;195;3
22351;53;544;13
22352;53;274;2
22353;53;2535;74
22354;53;1074;23
22356;53;943;24
22358;53;578;7
22359;53;416;6
22360;53;8459;166
22361;53;627;12
22362;53;2416;267
22363;53;1243;32
22364;53;2862;82
22365;53;187;14
22366;53;405;5
22368;53;711;28
22369;53;783;17
22370;53;348;8
22371;53;1142;20
22372;53;2148;36
22373;53;102;4
22375;53;695;11
22376;53;1692;31
22377;53;797;21
22378;53;216;7
22379;53;1483;41
22380;53;685;14
22381;53;351;8
22383;53;224;6
22384;53;1053;25
22385;53;1092;24
22386;53;776;20
22387;53;1285;30
22388;53;1239;21
22389;53;4990;104
22390;53;777;18
22391;53;1129;16
23001;75;1410;230
23002;75;1075;15
23003;75;139;0
23004;75;555;9
23005;75;198;4
23006;75;212;2
23007;75;236;10
23008;75;3248;183
23009;75;93;0
23010;75;118;2
23011;75;160;4
23012;75;109;2
23013;75;1208;25
23014;75;121;3
23015;75;813;16
23016;75;182;2
23017;75;164;2
23018;75;247;11
23019;75;25;0
23020;75;410;7
23021;75;765;11
23022;75;373;7
23023;75;105;1
23024;75;532;12
23025;75;1342;24
23026;75;351;10
23027;75;235;7
23028;75;107;2
23029;75;219;2
23030;75;2478;213
23031;75;1249;18
23032;75;695;11
23033;75;445;8
23034;75;28;0
23035;75;707;10
23036;75;1030;14
23037;75;79;3
23038;75;253;3
23039;75;541;24
23040;75;154;1
23041;75;243;4
23042;75;125;1
23043;75;96;0
23044;75;80;1
23045;75;868;12
23046;75;81;4
23047;75;241;3
23048;75;471;10
23049;75;249;6
23050;75;128;1
23051;75;78;1
23052;75;431;10
23053;75;205;2
23054;75;230;9
23055;75;30;0
23056;75;294;6
23057;75;551;12
23058;75;105;2
23059;75;101;6
23060;75;143;3
23061;75;755;12
23062;75;559;9
23063;75;155;1
23064;75;650;3
23065;75;274;9
23066;75;194;11
23067;75;788;9
23068;75;528;7
23069;75;412;6
23070;75;439;14
23071;75;191;6
23072;75;231;3
23073;75;425;5
23074;75;186;5
23075;75;1094;24
23076;75;1328;32
23077;75;439;11
23078;75;189;4
23079;75;1550;186
23080;75;94;0
23081;75;300;4
23082;75;316;6
23083;75;247;1
23084;75;146;1
23086;75;244;3
23087;75;488;11
23088;75;121;0
23089;75;728;11
23090;75;378;6
23091;75;161;3
23092;75;680;12
23093;75;1567;22
23095;75;1220;43
23096;75;12734;637
23097;75;298;3
23098;75;90;3
23099;75;318;5
23100;75;439;10
23101;75;387;13
23102;75;346;3
23103;75;323;14
23104;75;239;1
23105;75;635;2
23106;75;366;4
23107;75;129;5
23108;75;142;1
23109;75;211;5
23110;75;60;1
23111;75;251;1
23112;75;746;11
23113;75;299;6
23114;75;410;7
23115;75;247;2
23116;75;543;11
23117;75;302;7
23118;75;180;6
23119;75;43;0
23120;75;187;3
23122;75;70;4
23123;75;187;2
23124;75;652;17
23125;75;99;1
23127;75;198;6
23128;75;126;6
23129;75;65;1
23130;75;530;6
23131;75;693;13
23132;75;411;6
23133;75;345;12
23134;75;200;47
23136;75;277;9
23137;75;516;12
23138;75;169;1
23139;75;542;6
23140;75;419;9
23141;75;630;16
23142;75;287;3
23143;75;491;13
23144;75;240;3
23145;75;279;7
23146;75;241;7
23147;75;96;2
23148;75;245;2
23149;75;709;14
23150;75;156;2
23151;75;431;8
23152;75;70;0
23154;75;737;11
23155;75;364;6
23156;75;83;1
23157;75;96;0
23158;75;158;0
23159;75;150;3
23160;75;276;1
23162;75;369;3
23164;75;484;11
23165;75;577;5
23166;75;192;7
23167;75;334;8
23168;75;769;18
23169;75;632;13
23170;75;213;11
23171;75;116;1
23172;75;122;1
23173;75;139;3
23174;75;584;7
23175;75;114;1
23176;75;4982;231
23177;75;1088;29
23178;75;175;0
23179;75;279;4
23180;75;486;3
23181;75;158;2
23182;75;173;2
23183;75;77;2
23184;75;99;3
23185;75;284;3
23186;75;154;6
23187;75;195;2
23188;75;196;2
23189;75;1133;25
23190;75;167;1
23191;75;195;7
23192;75;1466;21
23193;75;2482;59
23194;75;123;3
23195;75;1049;26
23196;75;255;5
23197;75;369;2
23198;75;143;1
23199;75;386;8
23200;75;165;8
23201;75;212;5
23202;75;229;7
23203;75;219;7
23204;75;142;3
23205;75;143;1
23206;75;689;13
23207;75;195;3
23208;75;415;9
23209;75;184;1
23210;75;253;2
23211;75;426;9
23212;75;129;1
23213;75;181;2
23214;75;272;5
23215;75;139;4
23216;75;146;5
23217;75;343;5
23218;75;98;1
23219;75;1222;28
23220;75;566;12
23221;75;193;5
23222;75;161;3
23223;75;215;0
23224;75;72;0
23225;75;104;1
23226;75;169;6
23227;75;201;8
23228;75;197;5
23229;75;284;2
23230;75;166;5
23232;75;209;1
23233;75;126;7
23234;75;155;1
23235;75;777;13
23236;75;257;8
23237;75;55;0
23238;75;385;7
23239;75;632;11
23240;75;405;5
23241;75;215;3
23242;75;226;3
23243;75;154;2
23244;75;587;14
23245;75;1935;57
23246;75;350;9
23247;75;1738;114
23248;75;359;8
23249;75;221;7
23250;75;289;3
23251;75;126;2
23252;75;156;3
23253;75;175;6
23254;75;254;2
23255;75;122;0
23257;75;715;18
23258;75;306;9
23259;75;120;1
23260;75;180;0
23261;75;288;5
23262;75;164;2
23263;75;374;5
23264;75;47;1
23265;75;54;0
23266;75;171;1
24001;75;622;7
24002;75;1772;23
24004;75;296;3
24005;75;385;9
24006;75;196;10
24007;75;500;13
24008;75;588;10
24009;75;268;8
24010;75;1419;49
24011;75;1297;19
24012;75;380;9
24014;75;622;20
24015;75;268;4
24016;75;821;20
24018;75;399;10
24019;75;436;7
24020;75;894;20
24021;75;391;8
24022;75;210;5
24023;75;328;11
24024;75;48;0
24025;75;239;7
24026;75;4410;82
24027;75;360;1
24028;75;1842;42
24029;75;525;7
24030;75;684;16
24031;75;255;5
24032;75;371;10
24034;75;273;7
24035;75;1350;36
24036;75;177;3
24037;75;26693;715
24038;75;432;12
24039;75;161;4
24040;75;544;9
24042;75;670;7
24043;75;144;10
24045;75;246;4
24046;75;120;1
24048;75;322;7
24050;75;341;12
24051;75;213;6
24052;75;127;0
24053;75;10737;341
24054;75;609;20
24055;75;765;16
24056;75;227;4
24057;75;67;0
24058;75;218;3
24059;75;349;6
24060;75;71;1
24061;75;124;6
24062;75;175;3
24063;75;150;3
24064;75;3670;56
24066;75;213;5
24067;75;2588;42
24068;75;1927;60
24069;75;395;2
24070;75;506;9
24071;75;374;2
24073;75;378;12
24074;75;510;21
24075;75;319;8
24076;75;403;14
24077;75;394;8
24080;75;476;12
24081;75;634;10
24082;75;1529;28
24083;75;185;4
24084;75;104;4
24085;75;154;1
24086;75;448;7
24087;75;815;19
24088;75;347;7
24089;75;450;13
24090;75;589;11
24091;75;1204;32
24094;75;439;9
24095;75;405;9
24096;75;789;14
24097;75;354;10
24098;75;2965;90
24100;75;453;3
24101;75;282;8
24102;75;4378;82
24104;75;617;7
24105;75;135;1
24106;75;533;23
24107;75;395;6
24108;75;1074;16
24109;75;104;2
24110;75;61;4
24111;75;72;1
24113;75;91;1
24114;75;68;2
24115;75;2148;31
24116;75;187;1
24117;75;572;18
24119;75;250;4
24120;75;554;12
24121;75;59;2
24122;75;110;1
24123;75;119;1
24124;75;235;5
24126;75;266;12
24128;75;166;3
24129;75;478;8
24130;75;880;16
24131;75;71;0
24132;75;258;4
24133;75;1276;18
24134;75;838;13
24135;75;683;12
24136;75;118;6
24137;75;726;77
24138;75;7387;296
24139;75;2211;48
24140;75;1563;34
24141;75;182;1
24142;75;1219;42
24143;75;725;8
24144;75;95;0
24145;75;1749;30
24146;75;255;9
24147;75;1090;10
24148;75;285;5
24150;75;529;19
24151;75;103;2
24152;75;909;22
24153;75;398;11
24154;75;354;10
24155;75;465;11
24156;75;1165;16
24157;75;792;11
24158;75;399;4
24159;75;392;7
24160;75;563;2
24161;75;129;1
24162;75;408;9
24163;75;159;1
24164;75;1171;40
24165;75;415;7
24167;75;2564;40
24168;75;431;13
24171;75;557;8
24172;75;1097;16
24174;75;138;1
24175;75;316;17
24176;75;36;0
24177;75;644;10
24179;75;770;28
24180;75;317;9
24182;75;1488;53
24183;75;281;3
24184;75;147;2
24186;75;332;2
24188;75;537;13
24189;75;447;16
24190;75;263;8
24191;75;173;1
24192;75;91;3
24193;75;477;9
24194;75;1600;25
24195;75;109;1
24196;75;490;4
24197;75;721;14
24199;75;370;7
24200;75;543;11
24202;75;146;4
24205;75;670;5
24206;75;109;4
24207;75;652;16
24208;75;242;4
24209;75;139;1
24210;75;859;20
24211;75;435;3
24212;75;740;10
24213;75;171;2
24214;75;835;10
24215;75;178;3
24216;75;153;3
24217;75;451;8
24218;75;1175;44
24220;75;674;8
24221;75;158;3
24222;75;2653;96
24223;75;2770;37
24224;75;694;12
24225;75;2609;35
24226;75;1377;21
24227;75;981;24
24228;75;496;13
24229;75;1688;38
24230;75;148;1
24231;75;94;1
24232;75;70;2
24234;75;370;2
24236;75;994;15
24237;75;1208;24
24238;75;137;5
24240;75;334;7
24241;75;443;10
24242;75;256;1
24243;75;836;11
24244;75;193;2
24245;75;261;3
24246;75;411;5
24247;75;167;3
24248;75;283;7
24251;75;568;9
24252;75;815;20
24253;75;2280;47
24254;75;186;1
24255;75;584;9
24256;75;3142;75
24257;75;233;5
24259;75;1572;31
24260;75;868;9
24261;75;289;10
24262;75;346;7
24263;75;303;13
24264;75;1850;15
24266;75;1524;27
24267;75;178;1
24268;75;660;13
24269;75;628;7
24271;75;492;13
24272;75;468;5
24273;75;335;10
24274;75;804;88
24276;75;404;4
24277;75;290;4
24278;75;83;1
24279;75;63;1
24280;75;459;8
24281;75;193;7
24282;75;145;7
24284;75;137;5
24285;75;410;13
24286;75;496;10
24287;75;125;2
24288;75;285;4
24289;75;1476;21
24290;75;156;5
24291;75;2753;55
24292;75;458;7
24293;75;300;4
24294;75;5704;69
24295;75;1214;20
24296;75;1139;15
24297;75;942;13
24299;75;2762;50
24300;75;369;10
24301;75;384;4
24302;75;308;2
24303;75;231;3
24304;75;974;23
24305;75;237;2
24306;75;126;4
24307;75;265;5
24308;75;797;10
24309;75;3611;67
24311;75;3055;111
24312;75;4604;101
24313;75;53;0
24314;75;109;9
24316;75;789;16
24317;75;254;8
24318;75;312;8
24319;75;474;7
24320;75;974;17
24321;75;893;13
24322;75;29896;1580
24323;75;183;5
24324;75;570;9
24325;75;206;4
24326;75;187;2
24327;75;127;3
24328;75;1179;20
24329;75;1325;19
24330;75;688;27
24331;75;721;23
24334;75;188;5
24335;75;2478;46
24336;75;529;19
24337;75;147;2
24338;75;426;11
24339;75;148;0
24340;75;4143;80
24341;75;1043;20
24345;75;467;15
24346;75;377;9
24347;75;145;0
24348;75;305;1
24349;75;339;10
24350;75;2392;41
24351;75;310;6
24352;75;3844;148
24353;75;331;9
24354;75;3022;52
24355;75;427;4
24356;75;1628;35
24357;75;301;6
24359;75;122;0
24360;75;319;5
24361;75;445;8
24362;75;1588;26
24364;75;567;20
24365;75;240;8
24366;75;856;20
24367;75;179;2
24370;75;1860;39
24371;75;468;3
24372;75;5352;94
24373;75;341;8
24374;75;353;4
24375;75;148;3
24376;75;1426;19
24377;75;158;7
24378;75;81;1
24379;75;418;4
24380;75;484;2
24381;75;213;8
24382;75;526;9
24383;75;164;2
24384;75;37;1
24385;75;225;2
24386;75;215;10
24388;75;493;15
24390;75;342;9
24392;75;519;10
24393;75;88;0
24394;75;155;7
24395;75;368;6
24396;75;1548;34
24397;75;236;7
24398;75;599;7
24399;75;105;4
24401;75;294;4
24403;75;65;0
24404;75;176;5
24405;75;327;9
24406;75;140;2
24407;75;240;7
24408;75;258;4
24409;75;1188;16
24410;75;497;8
24411;75;162;2
24412;75;914;26
24413;75;269;0
24414;75;287;5
24415;75;251;2
24416;75;172;9
24417;75;471;8
24418;75;946;7
24419;75;864;19
24420;75;243;2
24421;75;197;6
24422;75;116;2
24423;75;310;3
24424;75;133;3
24425;75;364;6
24426;75;166;6
24428;75;601;38
