id_commune;code_region;population_municipale;population_comptee_a_part
57513;44;150;1
57514;44;1194;25
57515;44;1823;24
57516;44;337;10
57517;44;283;4
57518;44;331;9
57519;44;160;3
57520;44;33;2
57521;44;2706;53
57524;44;128;1
57525;44;55;1
57526;44;383;1
57527;44;356;4
57528;44;101;1
57529;44;3099;65
57530;44;442;6
57531;44;743;13
57532;44;229;3
57533;44;874;18
57534;44;1842;124
57535;44;1443;36
57536;44;221;5
57537;44;6298;98
57538;44;295;2
57539;44;46;3
57540;44;4729;240
57541;44;593;17
57542;44;974;11
57543;44;1498;24
57544;44;615;16
57545;44;2021;57
57546;44;811;31
57547;44;699;9
57548;44;543;7
57549;44;733;14
57550;44;2478;65
57551;44;213;1
57552;44;627;8
57553;44;630;4
57554;44;694;21
57555;44;111;0
57556;44;3089;45
57557;44;1009;24
57558;44;80;0
57559;44;176;0
57560;44;624;13
57561;44;737;19
57562;44;847;18
57563;44;256;2
57564;44;557;15
57565;44;995;20
57566;44;2358;64
57567;44;147;1
57568;44;1397;28
57569;44;320;6
57570;44;423;5
57571;44;1049;31
57572;44;2006;101
57573;44;135;3
57574;44;512;13
57575;44;1357;29
57576;44;770;65
57577;44;375;7
57578;44;496;6
57579;44;128;1
57580;44;187;2
57581;44;351;7
57582;44;2092;42
57583;44;136;2
57584;44;652;17
57586;44;186;2
57587;44;250;5
57588;44;1265;32
57589;44;2313;49
57590;44;256;6
57591;44;9861;99
57592;44;348;2
57593;44;1018;10
57594;44;98;3
57595;44;50;1
57596;44;747;11
57597;44;2650;20
57598;44;2005;52
57599;44;362;9
57600;44;1408;24
57601;44;1343;42
57602;44;2431;54
57603;44;1273;17
57604;44;624;6
57605;44;299;2
57606;44;15415;352
57607;44;761;10
57609;44;174;2
57610;44;303;6
57611;44;191;6
57612;44;240;5
57613;44;357;3
57614;44;709;4
57615;44;968;19
57616;44;3373;84
57617;44;284;6
57618;44;653;20
57619;44;472;10
57620;44;4350;61
57621;44;109;1
57622;44;1909;21
57623;44;711;50
57624;44;584;31
57625;44;178;2
57626;44;531;8
57627;44;324;4
57628;44;4485;94
57629;44;777;6
57630;44;12449;312
57631;44;20635;470
57633;44;1262;31
57634;44;1507;39
57635;44;364;7
57636;44;316;12
57637;44;304;9
57638;44;2491;40
57639;44;540;9
57640;44;479;14
57641;44;303;4
57642;44;2675;53
57643;44;199;6
57644;44;1753;42
57645;44;1021;9
57647;44;4163;57
57648;44;493;5
57649;44;475;4
57650;44;1776;13
57651;44;648;6
57652;44;552;6
57653;44;33;2
57654;44;693;11
57655;44;1119;57
57656;44;382;7
57657;44;19;0
57658;44;1053;20
57659;44;3232;56
57660;44;11178;126
57661;44;174;3
57662;44;100;5
57663;44;7781;187
57664;44;61;2
57665;44;1060;19
57666;44;7134;90
57667;44;790;8
57668;44;1280;35
57669;44;2473;44
57670;44;135;1
57671;44;154;0
57672;44;40778;756
57673;44;47;0
57674;44;174;5
57675;44;115;1
57676;44;93;1
57677;44;1047;18
57678;44;2220;35
57679;44;533;4
57680;44;1256;28
57681;44;338;5
57682;44;11;0
57683;44;6926;47
57684;44;513;10
57685;44;151;2
57686;44;250;2
57687;44;213;4
57689;44;314;5
57690;44;3019;66
57691;44;86;4
57692;44;74;0
57693;44;823;19
57694;44;438;11
57695;44;521;9
57696;44;961;26
57697;44;315;9
57698;44;317;6
57700;44;504;8
57701;44;810;26
57702;44;168;0
57703;44;233;17
57704;44;650;15
57705;44;207;5
57706;44;549;14
57707;44;652;6
57708;44;1953;43
57709;44;310;7
57711;44;418;7
57712;44;1283;105
57713;44;248;8
57714;44;431;9
57715;44;377;11
57716;44;1741;34
57717;44;186;3
57718;44;218;1
57719;44;79;3
57720;44;495;12
57721;44;346;9
57723;44;293;6
57724;44;3021;35
57725;44;348;7
57726;44;382;4
57727;44;122;1
57728;44;253;3
57730;44;566;12
57731;44;2269;40
57732;44;777;21
57733;44;2034;29
57734;44;458;11
57736;44;614;8
57737;44;31;2
57738;44;405;6
57739;44;504;2
57740;44;807;12
57741;44;438;13
57742;44;1499;41
57743;44;243;7
57745;44;931;21
57746;44;1548;36
57747;44;269;7
57748;44;765;17
57749;44;156;6
57750;44;718;26
57751;44;14014;137
57752;44;2986;51
57753;44;60;1
57754;44;111;1
57755;44;98;1
57756;44;310;3
57757;44;17143;265
57759;44;63;1
57760;44;844;20
57761;44;267;4
57762;44;707;6
57763;44;46;2
57764;44;1245;14
57765;44;1057;16
57767;44;1308;34
58001;27;160;0
58002;27;905;13
58003;27;607;7
58004;27;377;9
58005;27;224;1
58006;27;244;3
58007;27;340;5
58008;27;169;5
58009;27;128;1
58010;27;683;12
58011;27;283;5
58012;27;574;11
58013;27;97;1
58014;27;67;1
58015;27;120;3
58016;27;141;3
58017;27;226;7
58018;27;47;0
58019;27;83;3
58020;27;253;4
58021;27;204;5
58023;27;175;3
58024;27;280;11
58025;27;162;7
58026;27;141;9
58027;27;121;3
58028;27;117;3
58029;27;81;0
58030;27;284;11
58031;27;299;3
58032;27;361;6
58033;27;296;8
58034;27;183;6
58035;27;302;2
58036;27;464;9
58037;27;592;36
58038;27;160;5
58039;27;236;3
58040;27;144;3
58041;27;171;5
58042;27;136;2
58043;27;54;0
58044;27;813;10
58045;27;158;1
58046;27;1713;25
58047;27;661;16
58048;27;107;5
58049;27;83;2
58050;27;45;2
58051;27;1526;133
58052;27;45;2
58053;27;325;7
58054;27;39;1
58055;27;761;15
58056;27;297;7
58057;27;1152;19
58058;27;300;5
58059;27;4742;57
58060;27;619;9
58061;27;122;1
58062;27;1932;384
58063;27;546;10
58064;27;499;15
58065;27;905;16
58066;27;84;0
58067;27;1503;23
58068;27;209;5
58069;27;160;4
58070;27;57;2
58071;27;138;7
58072;27;618;10
58073;27;122;6
58074;27;339;5
58075;27;215;4
58076;27;79;0
58077;27;374;6
58078;27;54;0
58079;27;3590;183
58080;27;169;1
58081;27;276;4
58082;27;285;4
58083;27;1440;109
58084;27;85;4
58085;27;753;13
58086;27;9589;238
58087;27;706;8
58088;27;3724;87
58089;27;189;7
58090;27;219;1
58092;27;395;9
58093;27;127;2
58094;27;448;4
58095;27;5233;175
58096;27;495;9
58097;27;92;1
58098;27;112;4
58099;27;164;3
58101;27;190;2
58102;27;1575;27
58103;27;470;8
58104;27;1466;24
58105;27;308;6
58106;27;353;4
58107;27;144;2
58108;27;85;1
58109;27;748;14
58110;27;245;2
58111;27;106;0
58112;27;632;7
58113;27;98;3
58114;27;93;4
58115;27;227;6
58116;27;131;5
58117;27;4125;53
58118;27;642;7
58119;27;82;3
58120;27;224;0
58121;27;3740;46
58122;27;425;8
58123;27;129;9
58124;27;769;9
58125;27;95;2
58126;27;450;7
58127;27;188;3
58128;27;91;0
58129;27;176;5
58130;27;95;2
58131;27;2510;40
58132;27;227;11
58133;27;73;2
58134;27;3202;38
58135;27;102;0
58136;27;68;2
58137;27;68;0
58138;27;357;10
58139;27;116;0
58140;27;231;5
58141;27;71;0
58142;27;239;4
58143;27;144;5
58144;27;698;6
58145;27;1273;29
58146;27;978;19
58147;27;278;5
58148;27;615;11
58149;27;1988;38
58150;27;110;6
58151;27;3240;53
58152;27;1395;27
58153;27;71;2
58154;27;117;1
58155;27;561;17
58156;27;145;2
58157;27;282;16
58158;27;306;6
58159;27;197;3
58160;27;3724;201
58161;27;144;0
58162;27;110;1
58163;27;185;3
58164;27;667;28
58165;27;160;7
58166;27;231;2
58168;27;441;5
58169;27;15;3
58170;27;122;2
58171;27;289;2
58172;27;122;2
58173;27;158;0
58174;27;120;2
58175;27;157;1
58176;27;634;23
58177;27;281;1
58178;27;153;2
58179;27;259;7
58180;27;513;3
58181;27;145;5
58182;27;1445;24
58183;27;97;1
58184;27;103;1
58185;27;529;4
58186;27;69;1
58187;27;518;6
58188;27;114;3
58189;27;478;4
58190;27;105;2
58191;27;113;3
58192;27;218;9
58193;27;1410;31
58194;27;33005;1064
58195;27;279;1
58196;27;347;3
58197;27;159;1
58198;27;301;5
58199;27;154;4
58200;27;149;1
58201;27;143;3
58202;27;24;0
58203;27;63;1
58204;27;540;8
58205;27;600;7
58206;27;36;0
58207;27;970;32
58208;27;296;10
58209;27;150;5
58210;27;301;4
58211;27;147;3
58212;27;328;4
58213;27;467;9
58214;27;2355;51
58215;27;1606;24
58216;27;158;3
58217;27;198;3
58218;27;1823;27
58219;27;208;4
58220;27;654;10
58221;27;150;2
58222;27;159;1
58223;27;630;8
58224;27;89;4
58225;27;369;7
58226;27;131;2
58227;27;1225;25
58228;27;580;4
58229;27;311;5
58230;27;71;0
58231;27;392;8
58232;27;1265;20
58233;27;166;7
58234;27;144;1
58235;27;260;3
58236;27;135;2
58237;27;29;2
58238;27;2221;50
58239;27;159;2
58240;27;77;2
58241;27;316;4
58242;27;125;0
58243;27;116;3
58244;27;217;7
58245;27;166;4
58246;27;714;13
58247;27;484;7
58248;27;214;5
58249;27;352;2
58250;27;1863;46
58251;27;474;7
58252;27;127;3
58253;27;78;5
58254;27;570;13
58255;27;279;5
58256;27;376;13
58257;27;64;0
58258;27;561;6
58259;27;144;3
58260;27;1246;27
58261;27;1059;20
58262;27;212;7
58263;27;170;2
58264;27;1879;26
58265;27;94;3
58266;27;155;0
58267;27;724;80
58268;27;196;5
58269;27;413;10
58270;27;351;6
58271;27;187;3
58272;27;108;4
58273;27;1434;40
58274;27;115;3
58275;27;297;4
58276;27;221;3
58277;27;191;7
58278;27;1482;68
58279;27;180;6
58280;27;598;16
58281;27;596;14
58282;27;333;11
58283;27;74;2
58284;27;38;2
58285;27;160;5
58286;27;575;10
58287;27;191;4
58288;27;102;2
58289;27;189;0
58290;27;46;1
58291;27;176;0
58292;27;167;0
58293;27;416;4
58294;27;119;2
58295;27;986;15
58296;27;137;0
58297;27;243;1
58298;27;398;9
58299;27;219;3
58300;27;1746;35
58301;27;298;5
58302;27;928;5
58303;27;9201;177
58304;27;1103;200
58305;27;135;2
58306;27;296;9
58307;27;179;4
58308;27;62;0
58309;27;407;8
58310;27;48;1
58311;27;242;6
58312;27;269;9
58313;27;80;4
59001;32;469;13
59002;32;4309;34
59003;32;372;6
59004;32;1320;14
59005;32;3456;59
59006;32;216;8
59007;32;890;9
59008;32;10085;83
59009;32;61957;656
59010;32;259;2
59011;32;10471;112
59012;32;3221;45
59013;32;1517;16
59014;32;13329;82
59015;32;3177;27
59016;32;2200;47
59017;32;24909;360
59018;32;1570;17
59019;32;1061;12
59021;32;1815;18
59022;32;2261;32
59023;32;546;7
59024;32;4551;29
59025;32;1674;22
59026;32;1166;17
59027;32;1705;15
59028;32;7239;34
59029;32;1502;21
59031;32;372;4
59032;32;7224;71
59033;32;8840;240
59034;32;2641;44
59035;32;2371;46
59036;32;4195;138
59037;32;3630;34
59038;32;1449;17
59039;32;816;18
59041;32;2291;17
59042;32;1791;29
59043;32;15163;241
59044;32;4777;49
59045;32;167;4
59046;32;812;11
59047;32;349;3
59048;32;523;11
59049;32;437;7
59050;32;344;8
59051;32;6509;51
59052;32;5086;44
59053;32;3264;60
59054;32;998;8
59055;32;511;11
59056;32;851;23
59057;32;561;14
59058;32;1014;14
59059;32;441;4
59060;32;234;3
59061;32;266;2
59062;32;164;6
59063;32;2004;20
59064;32;1261;12
59065;32;813;10
59066;32;156;5
59067;32;3600;44
59068;32;3175;36
59069;32;736;12
59070;32;371;4
59071;32;2263;47
59072;32;256;6
59073;32;556;13
59074;32;2168;36
59075;32;755;11
59076;32;310;5
59077;32;257;6
59078;32;624;6
59079;32;6809;34
59080;32;2796;31
59081;32;572;6
59082;32;1801;30
59083;32;253;2
59084;32;2059;30
59085;32;305;6
59086;32;2155;30
59087;32;750;13
59088;32;1739;21
59089;32;1424;30
59090;32;9808;181
59091;32;578;14
59092;32;3924;40
59093;32;341;5
59094;32;7152;50
59096;32;1661;39
59097;32;402;5
59098;32;4804;54
59099;32;1757;14
59100;32;348;4
59101;32;387;11
59102;32;438;4
59103;32;521;9
59104;32;3194;22
59105;32;1532;25
59106;32;756;14
59107;32;4495;45
59108;32;750;4
59109;32;771;9
59110;32;1421;30
59111;32;399;4
59112;32;11258;40
59113;32;1361;6
59114;32;1667;15
59115;32;709;4
59116;32;414;12
59117;32;1049;12
59118;32;2456;25
59119;32;609;9
59120;32;2019;32
59121;32;618;7
59122;32;32176;618
59123;32;1699;23
59124;32;2499;41
59125;32;404;9
59126;32;1685;14
59127;32;145;5
59128;32;2537;30
59129;32;2268;27
59130;32;1151;19
59131;32;7920;74
59132;32;1020;13
59133;32;1033;19
59134;32;1246;10
59135;32;2265;100
59136;32;7030;141
59137;32;805;8
59138;32;682;14
59139;32;14121;140
59140;32;452;10
59141;32;567;15
59142;32;709;5
59143;32;8577;94
59144;32;862;10
59145;32;772;12
59146;32;2973;41
59147;32;49;2
59148;32;361;1
59149;32;1088;16
59150;32;526;11
59151;32;1617;17
59152;32;12788;99
59153;32;9515;54
59155;32;20851;293
59156;32;2842;32
59157;32;2205;20
59158;32;3077;45
59159;32;668;6
59160;32;4495;30
59161;32;751;45
59162;32;665;21
59163;32;20881;276
59164;32;247;8
59165;32;6400;98
59166;32;1337;36
59167;32;198;1
59168;32;4849;69
59169;32;202;4
59170;32;5360;33
59171;32;37;2
59172;32;19877;122
59173;32;1818;25
59174;32;330;2
59175;32;310;9
59176;32;326;3
59177;32;857;14
59178;32;39613;858
59179;32;10293;32
59180;32;1466;19
59181;32;551;6
59182;32;266;6
59183;32;86279;1268
59184;32;658;10
59185;32;1963;13
59186;32;80;1
59187;32;268;5
59188;32;140;4
59189;32;1221;26
59190;32;986;14
59191;32;625;5
59192;32;847;47
59193;32;3108;25
59194;32;1282;23
59195;32;613;9
59196;32;1304;19
59197;32;2236;22
59198;32;248;0
59199;32;686;11
59200;32;504;6
59201;32;597;11
59202;32;5316;40
59203;32;1587;9
59204;32;484;4
59205;32;9682;43
59206;32;3218;28
59207;32;4208;28
59208;32;304;10
59209;32;674;8
59210;32;2116;39
59211;32;906;19
59212;32;6461;136
59213;32;458;15
59214;32;1103;21
59215;32;959;33
59216;32;350;8
59217;32;346;7
59218;32;1307;15
59219;32;712;8
59220;32;18191;122
59221;32;2545;69
59222;32;2213;45
59223;32;504;4
59224;32;1698;14
59225;32;6809;69
59226;32;1454;16
59227;32;5510;50
59228;32;1458;17
59229;32;564;9
59230;32;5273;52
59231;32;1058;13
59232;32;426;4
59233;32;365;3
59234;32;5781;43
59236;32;261;4
59237;32;986;23
59238;32;1635;25
59239;32;5598;93
59240;32;127;3
59241;32;520;15
59242;32;674;7
59243;32;1220;18
59244;32;1776;31
59246;32;570;4
59247;32;1462;18
59249;32;11563;191
59250;32;2231;105
59251;32;376;4
59252;32;2447;20
59253;32;7499;41
59254;32;880;12
59255;32;571;8
59256;32;3290;33
59257;32;1041;15
59258;32;2827;642
59259;32;511;20
59260;32;4131;60
59261;32;1758;29
59262;32;2086;38
59263;32;1049;26
59264;32;730;11
59265;32;2308;36
59266;32;4031;42
59267;32;302;4
59268;32;5639;49
59269;32;1475;25
59270;32;482;7
59271;32;22522;209
59272;32;5130;47
59273;32;11014;188
59274;32;482;4
59275;32;1267;36
59276;32;4689;34
59277;32;332;4
59278;32;4676;37
59279;32;20743;114
59280;32;788;10
59281;32;1281;12
59282;32;407;11
59283;32;613;10
59284;32;3918;31
59285;32;2680;20
59286;32;14725;115
59287;32;193;4
59288;32;2340;26
59289;32;1521;33
59290;32;394;1
59291;32;14517;97
59292;32;3304;6
59293;32;1413;18
59294;32;314;7
59295;32;21408;457
59296;32;354;10
59297;32;1979;9
59299;32;18636;174
59300;32;548;9
59301;32;4433;27
59302;32;4127;29
59303;32;2393;27
59304;32;418;8
59305;32;1649;34
59306;32;292;3
59307;32;903;5
59308;32;934;24
59309;32;4060;82
59310;32;867;10
59311;32;561;7
59312;32;760;17
59313;32;1423;9
59314;32;3562;21
59315;32;886;12
59316;32;3337;47
59317;32;7782;94
59318;32;984;8
59319;32;3194;202
59320;32;1635;12
59321;32;676;5
59322;32;3371;31
59323;32;1145;26
59324;32;10344;111
59325;32;854;16
59326;32;1163;21
59327;32;6364;39
59328;32;27400;435
59329;32;5007;84
59330;32;2392;42
59331;32;3482;107
59332;32;1819;7
59333;32;249;9
59334;32;1621;23
59335;32;2847;55
59336;32;1372;13
59337;32;683;21
59338;32;651;27
59339;32;9378;80
59340;32;4207;97
59341;32;435;7
59342;32;225;4
59343;32;9012;85
59344;32;2516;10
59345;32;2430;23
59346;32;3050;21
59347;32;537;16
59348;32;1426;15
59349;32;1916;30
59350;32;234475;1925
59351;32;550;7
59352;32;8275;97
59353;32;326;7
59354;32;714;13
59356;32;2230;48
59357;32;2082;33
59358;32;1190;23
59359;32;6085;76
59360;32;22866;241
59361;32;3952;18
59363;32;931;19
59364;32;869;12
59365;32;6371;39
59366;32;775;15
59367;32;13643;151
59368;32;21856;188
59369;32;4066;40
59370;32;711;11
59371;32;639;15
59372;32;489;6
59374;32;473;4
59375;32;4584;63
59377;32;1900;25
59378;32;38486;697
59379;32;748;3
59381;32;812;20
59382;32;1444;15
59383;32;12083;114
59384;32;1428;23
59385;32;2701;21
59386;32;10798;69
59387;32;1897;12
59388;32;1998;24
59389;32;2745;29
59390;32;4109;45
59391;32;881;5
59392;32;29589;283
59393;32;1033;12
59394;32;403;3
59395;32;305;4
59396;32;720;7
59397;32;606;12
59398;32;3199;136
59399;32;1011;28
59400;32;9641;89
59401;32;2307;37
59402;32;837;22
59403;32;718;12
59405;32;481;3
59406;32;455;6
59407;32;538;9
59408;32;1632;19
59409;32;2521;20
59410;32;21277;138
59411;32;2115;37
59412;32;276;4
59413;32;557;9
59414;32;4793;40
59415;32;224;1
59416;32;2524;41
59418;32;1595;7
59419;32;1408;16
59420;32;58;2
59421;32;13121;177
59422;32;630;12
59423;32;1263;19
59424;32;1309;5
59425;32;302;8
59426;32;10264;68
59427;32;640;10
59428;32;3782;40
59429;32;2688;16
59430;32;1088;12
59431;32;7512;79
59432;32;514;7
59433;32;917;13
59434;32;1351;17
59435;32;2549;37
59436;32;788;10
59437;32;858;12
59438;32;811;13
59439;32;271;5
59440;32;697;6
59441;32;660;6
59442;32;269;6
59443;32;385;5
59444;32;924;11
59445;32;1189;17
59446;32;649;8
59447;32;8789;64
59448;32;471;5
59449;32;8633;145
59450;32;640;9
59451;32;553;3
59452;32;5454;26
59453;32;677;14
59454;32;517;4
59455;32;1009;8
59456;32;6088;262
59457;32;8542;42
59458;32;918;19
59459;32;4887;37
59461;32;310;2
59462;32;4820;38
59463;32;973;12
59464;32;2222;18
59465;32;776;3
59466;32;2911;92
59467;32;2469;27
59468;32;425;4
59469;32;412;4
59470;32;2123;24
59471;32;1993;24
59472;32;837;10
59473;32;309;7
59474;32;1036;21
59475;32;2220;26
59476;32;3124;75
59477;32;4403;40
59478;32;1129;26
59479;32;3077;26
59480;32;870;20
59481;32;4870;120
59482;32;6931;62
59483;32;136;2
59484;32;6362;33
59485;32;1802;21
59486;32;2701;44
59487;32;1401;19
59488;32;2179;40
59489;32;4008;55
59490;32;177;2
59491;32;12324;64
59492;32;602;7
59493;32;228;1
59494;32;162;1
59495;32;2446;24
59496;32;242;1
59497;32;2120;30
59498;32;352;8
59499;32;1977;33
59500;32;373;5
59501;32;1261;26
59502;32;1432;9
59503;32;198;3
59504;32;3807;21
59505;32;760;3
59506;32;469;7
59507;32;19294;120
59508;32;13482;129
59509;32;6037;48
59511;32;1931;27
59512;32;98828;466
59513;32;456;7
59514;32;4072;53
59515;32;655;6
59516;32;928;19
59517;32;771;14
59518;32;459;7
59519;32;1758;33
59520;32;1436;25
59521;32;443;8
59522;32;1937;38
59523;32;2830;27
59524;32;5481;51
59525;32;2799;25
59526;32;15870;164
59527;32;13151;117
59528;32;1565;17
59529;32;354;8
59530;32;348;1
59531;32;340;3
59532;32;309;8
59533;32;1566;14
59534;32;827;31
59535;32;1706;49
59536;32;902;22
59537;32;506;9
59538;32;425;11
59539;32;985;18
59541;32;1027;7
59542;32;511;12
59543;32;1095;10
59544;32;11276;159
59545;32;1216;23
59546;32;1160;29
59547;32;853;9
59548;32;640;8
59549;32;327;3
59550;32;2945;22
59551;32;1707;24
59552;32;196;6
59553;32;5608;50
59554;32;608;15
59555;32;1437;18
59556;32;259;3
59557;32;2492;16
59558;32;1688;19
59559;32;1974;32
59560;32;12463;94
59562;32;544;7
59563;32;237;3
59564;32;3117;16
59565;32;651;11
59566;32;4775;37
59567;32;414;6
59568;32;476;8
59569;32;15428;109
59570;32;923;35
59571;32;4290;108
59572;32;1780;21
59573;32;139;3
59574;32;11934;77
59575;32;403;4
59576;32;1806;27
59577;32;649;5
59578;32;1673;30
59579;32;1371;25
59580;32;4429;85
59581;32;3672;54
59582;32;948;23
59583;32;471;4
59584;32;957;12
59585;32;3465;34
59586;32;6332;87
59587;32;522;14
59588;32;8285;220
59589;32;2999;25
59590;32;912;14
59591;32;836;3
59592;32;3884;33
59593;32;751;11
59594;32;1119;13
59595;32;541;7
59596;32;509;17
59597;32;651;23
59598;32;3911;29
59599;32;98656;689
59600;32;903;14
59601;32;2771;66
59602;32;1405;30
59603;32;6292;88
59604;32;824;7
59605;32;1443;24
59606;32;43229;448
59607;32;488;5
59608;32;1098;21
59609;32;1564;21
59610;32;1073;9
59611;32;2483;55
59612;32;510;10
59613;32;1464;14
59614;32;1414;20
59615;32;2512;42
59616;32;10465;51
59617;32;635;7
59618;32;881;6
59619;32;1046;15
59620;32;661;6
59622;32;1187;17
59623;32;691;4
59624;32;2142;26
59625;32;396;4
59626;32;1287;21
59627;32;1008;11
59628;32;563;6
59629;32;1338;23
59630;32;2636;40
59631;32;2153;30
59632;32;5610;39
59633;32;282;7
59634;32;794;20
59635;32;363;6
59636;32;10608;104
59637;32;1319;14
59638;32;1330;15
59639;32;1102;23
59640;32;767;11
59641;32;1996;43
59642;32;581;17
59643;32;237;2
59645;32;595;4
59646;32;20860;232
59647;32;2599;29
59648;32;15075;193
59649;32;240;5
59650;32;40898;172
59651;32;1637;12
59652;32;409;1
59653;32;7771;64
59654;32;7402;69
59655;32;254;4
59656;32;5353;50
59657;32;637;7
59658;32;522;7
59659;32;2855;33
59660;32;3048;40
59661;32;136;2
59662;32;1313;23
59663;32;5672;83
59664;32;317;4
59665;32;296;6
59666;32;1536;25
59667;32;228;6
59668;32;1601;60
59669;32;518;17
59670;32;1337;13
60001;32;621;8
60002;32;807;24
60003;32;503;13
60004;32;405;7
60005;32;872;13
60006;32;1155;20
60007;32;3044;97
60008;32;378;163
60009;32;1622;30
60010;32;1747;17
60011;32;404;5
60012;32;3286;49
60013;32;1393;29
60014;32;172;5
60015;32;1154;14
60016;32;274;8
60017;32;1208;25
60019;32;414;12
60020;32;256;8
60021;32;549;8
60022;32;644;15
60023;32;547;17
60024;32;769;8
60025;32;1881;40
60026;32;585;13
60027;32;537;14
60028;32;459;25
60029;32;2836;60
60030;32;558;9
60031;32;270;8
60032;32;719;14
60033;32;888;39
60034;32;1156;17
60035;32;250;4
60036;32;384;6
60037;32;509;7
60039;32;487;6
60040;32;646;11
60041;32;2318;55
60042;32;1469;46
60043;32;622;13
60044;32;1682;24
60045;32;578;10
60046;32;339;7
60047;32;761;16
60048;32;266;5
60049;32;114;3
60050;32;348;9
60051;32;180;1
60052;32;98;3
60053;32;595;50
60054;32;867;21
60055;32;338;5
60056;32;66;1
60057;32;57071;1449
60058;32;216;4
60059;32;206;6
60060;32;621;10
60061;32;84;5
60062;32;319;4
60063;32;787;37
60064;32;991;16
60065;32;1633;32
60066;32;205;10
60067;32;1005;20
60068;32;3108;40
60069;32;1120;39
60070;32;453;10
60071;32;173;5
60072;32;316;12
60073;32;569;6
60074;32;1185;29
60075;32;143;1
60076;32;522;7
60077;32;356;9
60078;32;108;2
60079;32;982;12
60081;32;476;9
60082;32;790;17
60083;32;989;23
60084;32;187;1
60085;32;198;2
60086;32;2142;44
60087;32;338;18
60088;32;4764;73
60089;32;409;11
60090;32;383;7
60091;32;407;6
60092;32;217;5
60093;32;460;9
60094;32;317;6
60095;32;343;7
60097;32;206;6
60098;32;153;1
60099;32;172;3
60100;32;112;0
60101;32;653;13
60102;32;2011;40
60103;32;4022;54
60104;32;4221;115
60105;32;421;8
60106;32;2667;39
60107;32;3116;146
60108;32;288;8
60109;32;255;4
60110;32;247;0
60111;32;153;2
60112;32;349;1
60113;32;198;2
60114;32;148;0
60115;32;878;16
60116;32;2961;38
60117;32;314;13
60118;32;506;9
60119;32;1943;38
60120;32;1198;24
60121;32;159;4
60122;32;488;9
60123;32;480;0
60124;32;310;7
60125;32;765;19
60126;32;502;6
60127;32;399;3
60128;32;226;0
60129;32;1513;20
60130;32;1037;23
60131;32;106;2
60132;32;188;3
60133;32;543;4
60134;32;2621;25
60135;32;1640;39
60136;32;501;13
60137;32;295;3
60138;32;908;28
60139;32;10147;133
60140;32;313;4
60141;32;10950;228
60142;32;3140;90
60143;32;3340;42
60144;32;177;3
60145;32;473;13
60146;32;455;3
60147;32;816;34
60148;32;416;8
60149;32;2021;68
60150;32;1212;18
60151;32;3288;105
60152;32;245;1
60153;32;102;0
60154;32;1588;58
60155;32;3996;50
60156;32;2224;46
60157;32;10163;235
60158;32;244;2
60159;32;40615;1028
60160;32;725;13
60161;32;72;0
60162;32;320;8
60163;32;406;6
60164;32;870;10
60165;32;533;15
60166;32;1067;32
60167;32;576;14
60168;32;211;2
60169;32;809;21
60170;32;569;35
60171;32;180;3
60172;32;3976;148
60173;32;810;12
60174;32;211;3
60175;32;36169;259
60176;32;14788;266
60177;32;445;8
60178;32;3503;123
60179;32;150;1
60180;32;502;4
60181;32;901;20
60182;32;178;4
60183;32;256;3
60184;32;207;10
60185;32;1116;10
60186;32;252;4
60187;32;970;14
60188;32;2216;106
60189;32;981;21
60190;32;297;6
60191;32;625;5
60192;32;220;5
60193;32;210;2
60194;32;248;2
60195;32;500;11
60196;32;1017;16
60197;32;889;7
60198;32;395;6
60199;32;256;8
60200;32;318;2
60201;32;241;3
60203;32;426;8
60204;32;306;4
60205;32;51;1
60206;32;857;14
60207;32;288;6
60208;32;124;7
60209;32;540;10
60210;32;260;8
60211;32;599;5
60212;32;1606;27
60213;32;996;21
60214;32;216;3
60215;32;594;13
60216;32;184;2
60217;32;218;4
60218;32;1610;13
60219;32;167;2
60220;32;502;5
60221;32;711;7
60222;32;554;16
60223;32;3759;54
60224;32;151;1
60225;32;808;42
60226;32;421;6
60227;32;227;2
60228;32;466;8
60229;32;227;4
60230;32;523;14
60231;32;424;14
60232;32;473;3
60233;32;1366;21
60234;32;2575;28
60235;32;661;20
60236;32;217;0
60237;32;89;1
60238;32;1886;84
60239;32;568;12
60240;32;238;3
60241;32;336;15
60242;32;505;7
60243;32;173;6
60244;32;139;1
60245;32;2113;28
60247;32;146;2
60248;32;214;6
60249;32;199;2
60250;32;428;14
60251;32;281;5
60252;32;526;3
60253;32;490;8
60254;32;549;16
60255;32;338;3
60256;32;1321;26
60257;32;438;10
60258;32;162;6
60259;32;893;23
60260;32;679;21
60261;32;517;12
60262;32;246;6
60263;32;261;1
60264;32;515;15
60265;32;984;13
60267;32;177;5
60268;32;338;1
60269;32;347;5
60270;32;338;85
60271;32;85;2
60272;32;631;19
60273;32;532;19
60274;32;377;13
60275;32;223;0
60276;32;215;2
60277;32;1544;39
60278;32;398;3
60279;32;200;5
60280;32;109;0
60281;32;550;14
60282;32;8978;385
60283;32;25;0
60284;32;1792;59
60285;32;306;15
60286;32;2820;78
60287;32;354;4
60288;32;474;5
60289;32;265;4
60290;32;387;4
60291;32;1805;24
60292;32;237;7
60293;32;373;8
60294;32;85;1
60295;32;449;9
60296;32;138;1
60297;32;188;2
60298;32;645;7
60299;32;540;8
60301;32;136;5
