id_bien;id_commune;type_local;surface_carrez;surface_reelle;nombre_pieces
0;01350;Appartement;50,42;52;2
1;01103;Appartement;48,22;48;3
2;01143;Appartement;130,8;130;6
3;01288;Maison;109,22;109;5
4;01033;Appartement;108,65;91;4
5;01138;Appartement;31,65;32;2
6;01354;Appartement;52,58;52;2
7;01354;Appartement;58,71;60;2
8;01143;Maison;93,23;96;4
9;01354;Maison;117;117;5
10;01288;Appartement;35,6;36;2
11;01283;Appartement;138,03;137;5
12;01357;Appartement;42;43;2
13;01173;Appartement;45,36;45;2
14;01033;Appartement;82,6;84;4
15;01143;Appartement;88,11;88;4
16;01004;Appartement;164,87;143;6
17;01071;Appartement;42,2;42;2
18;01396;Appartement;68,11;65;3
19;01160;Appartement;82,59;75;3
20;01103;Appartement;30,23;30;1
21;01399;Appartement;24,8;25;1
22;01202;Appartement;52,6;52;2
23;01204;Appartement;91,69;88;3
24;01173;Appartement;45,54;45;1
25;01354;Appartement;84,24;83;3
26;01004;Appartement;68,23;68;3
27;01034;Appartement;62,03;64;3
28;01281;Maison;112,93;109;4
29;01354;Appartement;131,91;133;4
30;01160;Appartement;63,58;63;3
31;01138;Appartement;35,86;50;3
32;01202;Appartement;70,09;74;3
33;01148;Appartement;200;121;4
34;01004;Appartement;54,84;62;2
35;01034;Appartement;72,75;73;4
36;01202;Maison;94,09;88;2
37;01160;Appartement;71,08;71;3
38;01160;Maison;97,03;101;4
39;01313;Appartement;44,48;45;2
40;01060;Appartement;64,21;63;2
41;01004;Maison;70,1;68;3
42;01363;Appartement;76,7;90;4
43;01160;Appartement;133,77;120;4
44;01269;Appartement;107,61;106;5
45;01345;Appartement;42,78;43;2
46;01419;Maison;124,55;120;5
47;01283;Appartement;68,11;67;2
48;01031;Appartement;70,78;68;3
49;01354;Appartement;112,3;112;5
50;01313;Maison;95,43;95;4
51;01160;Appartement;63,45;63;3
52;01185;Appartement;77,3;75;4
53;01173;Maison;164,18;160;6
54;01160;Appartement;66,95;67;3
55;01354;Appartement;30,62;31;1
56;01354;Appartement;165,92;166;5
57;01210;Appartement;51,99;56;2
58;01034;Appartement;63,17;63;3
59;01399;Appartement;84,97;88;3
60;01173;Appartement;88,7;87;4
61;01004;Appartement;50,64;51;2
62;01033;Appartement;38;39;1
63;01281;Appartement;70,53;71;3
64;01071;Maison;105,68;143;6
65;01173;Appartement;46,12;53;3
66;01202;Appartement;37,63;39;2
67;01313;Appartement;87,38;89;4
68;01173;Appartement;50,33;50;2
69;01436;Appartement;134,17;136;4
70;01033;Appartement;47,65;62;3
71;01419;Maison;99,13;102;4
72;01419;Appartement;43,42;43;2
73;01192;Maison;83,6;83;4
74;01004;Appartement;54,65;55;2
75;01004;Appartement;81,15;81;3
76;01354;Appartement;53,43;56;3
77;01160;Appartement;74,85;75;3
78;01153;Maison;99,39;86;4
79;01103;Maison;123,16;118;5
80;01313;Maison;110,13;110;5
81;01313;Appartement;71,43;70;3
82;01419;Appartement;56,02;56;3
83;01435;Appartement;85,12;85;4
84;01033;Appartement;75;74;4
85;01143;Appartement;135,68;133;4
86;01004;Appartement;35,59;33;2
87;01033;Appartement;62,38;63;3
88;01143;Appartement;46,05;46;2
89;01173;Appartement;34,56;34;2
90;01390;Appartement;43,23;43;2
91;01160;Maison;83,82;80;4
92;01034;Appartement;38,67;39;2
93;01283;Appartement;88;92;3
94;01160;Appartement;56,96;57;2
95;01004;Appartement;74,72;79;2
96;01109;Appartement;295,21;190;6
97;01153;Maison;222,97;170;3
98;01281;Appartement;113,52;113;4
99;01079;Appartement;127,2;127;4
100;01354;Appartement;47,6;49;2
101;01199;Appartement;65,29;74;3
102;01033;Appartement;81,24;83;4
103;01240;Appartement;42,89;32;2
104;01033;Appartement;69,66;69;3
105;01419;Appartement;69,65;69;3
106;01283;Appartement;64,44;64;3
107;01033;Appartement;88,83;88;4
108;01187;Appartement;35,3;35;3
109;01269;Appartement;45,5;40;2
110;01313;Maison;73,77;77;4
111;01071;Appartement;67,94;67;3
112;01283;Appartement;22,2;30;1
113;01014;Appartement;48,38;48;2
114;01033;Appartement;56,65;56;2
115;01390;Appartement;32,27;32;2
116;01173;Appartement;61,54;68;4
117;01034;Maison;82,37;80;4
118;01138;Appartement;53,81;53;3
119;01224;Appartement;71,8;71;3
120;01419;Maison;101,52;102;6
121;01143;Appartement;51,7;42;2
122;01160;Appartement;114,17;115;4
123;01210;Appartement;21,48;21;2
124;01160;Appartement;36,21;36;1
125;01199;Appartement;44,24;48;2
126;01033;Appartement;54,7;54;2
127;01173;Appartement;51;54;2
128;01103;Appartement;42,92;41;2
129;01033;Appartement;70,15;69;3
130;01033;Appartement;57,23;56;2
131;01354;Appartement;132,16;131;5
132;01143;Appartement;58,62;63;2
133;01033;Appartement;61,89;60;3
134;01173;Appartement;92,45;105;3
135;01202;Appartement;71,29;71;3
136;01354;Maison;138,05;101;5
137;01399;Appartement;45,12;30;1
138;01004;Appartement;70,45;75;3
139;01034;Appartement;78,54;77;4
140;01354;Appartement;52,58;58;2
141;01247;Appartement;30,98;22;2
142;01160;Appartement;95,66;106;5
143;01401;Appartement;87,23;87;4
144;01004;Appartement;92,47;92;5
145;01033;Appartement;89,2;89;5
146;01033;Appartement;28,8;40;1
147;01031;Appartement;46,68;46;2
148;01160;Appartement;2,36;2;0
149;01033;Appartement;68,92;68;3
150;01173;Appartement;68,45;68;3
151;01281;Maison;102,52;103;4
152;01173;Appartement;77,86;77;4
153;01401;Maison;105,12;106;4
154;01160;Appartement;63,27;63;3
155;01354;Appartement;133,24;133;4
156;01143;Appartement;67,33;63;3
157;01419;Appartement;68,69;65;3
158;01033;Appartement;58,3;59;2
159;01034;Appartement;117,63;117;5
160;01313;Appartement;85,12;82;4
161;01071;Appartement;42,01;42;2
162;01143;Maison;96,46;96;5
163;01034;Appartement;57,5;58;3
164;01143;Appartement;90,4;90;4
165;01143;Appartement;50,11;35;1
166;01173;Appartement;32,6;33;2
167;01202;Maison;103,62;88;4
168;01158;Appartement;135,89;60;2
169;01135;Appartement;58,13;65;2
170;01443;Appartement;38,67;39;2
171;01244;Maison;120,5;110;5
172;01258;Appartement;86,8;90;3
173;01262;Appartement;41,82;47;1
174;01194;Appartement;56,63;56;2
175;01030;Appartement;79,06;77;3
176;01244;Appartement;65,82;65;3
177;01142;Appartement;38,43;44;3
178;01248;Appartement;85,95;85;4
179;01450;Appartement;48,42;48;2
180;02173;Maison;80,87;82;4
181;02408;Appartement;165,11;156;6
182;02408;Appartement;71,5;72;4
183;02408;Appartement;82,54;82;3
184;02408;Appartement;39,97;41;2
185;02304;Appartement;146,68;158;4
186;02408;Appartement;31,6;40;2
187;02173;Maison;92;80;4
188;02408;Appartement;73,5;65;3
189;02408;Appartement;23,82;30;1
190;02408;Appartement;30,94;31;1
191;02408;Maison;65,66;67;3
192;02408;Appartement;27,19;27;1
193;02408;Appartement;46,92;53;2
194;02408;Maison;78,3;82;4
195;02408;Appartement;24,05;27;1
196;02755;Maison;92,54;92;4
197;02173;Appartement;60,05;62;3
198;02408;Appartement;23,86;27;1
199;02680;Appartement;25;64;3
200;02738;Appartement;148,41;155;5
201;02318;Appartement;66,36;67;3
202;02408;Appartement;28,13;29;1
203;02408;Maison;88,14;119;4
204;02408;Appartement;77,91;76;3
205;02691;Appartement;119,4;122;4
206;02691;Appartement;33,49;32;1
207;02691;Appartement;96,4;127;4
208;02691;Appartement;53,22;52;2
209;02722;Appartement;142,98;143;5
210;02226;Appartement;50,16;43;2
211;02722;Appartement;108,49;127;4
212;02722;Appartement;29,16;29;1
213;02722;Maison;79,27;81;4
214;02722;Appartement;64,21;67;4
215;02722;Appartement;121,9;122;5
216;02795;Maison;145,28;145;4
217;02795;Appartement;49,99;49;3
218;02810;Appartement;58,67;58;2
219;02410;Maison;55,74;50;3
220;02810;Appartement;77,56;77;5
221;02722;Appartement;49,33;48;2
222;02722;Appartement;47,02;36;3
223;02722;Appartement;37,18;75;2
224;02537;Maison;106;109;6
225;02758;Maison;39,62;64;3
226;02810;Appartement;81,62;81;4
227;02722;Appartement;41,42;44;1
228;02722;Appartement;62,15;83;3
229;02722;Appartement;59,81;59;4
230;02722;Appartement;20,45;26;1
231;02810;Appartement;89,56;86;3
232;02201;Maison;570;110;6
233;02810;Appartement;21,4;21;1
234;02722;Appartement;49,46;57;2
235;02722;Appartement;68,95;72;3
236;02064;Appartement;76,95;76;3
237;02722;Appartement;72,93;72;2
238;02722;Appartement;65,9;64;3
239;02722;Appartement;31,84;32;2
240;02722;Appartement;29,36;33;1
241;02810;Appartement;67,85;54;3
242;02810;Appartement;51,07;42;3
243;02722;Appartement;29,21;30;1
244;02201;Maison;93,89;110;6
245;02722;Appartement;31,62;32;1
246;02168;Appartement;60,2;60;3
247;02168;Appartement;48,5;54;3
248;02168;Appartement;57,74;58;3
249;02168;Appartement;78,24;75;4
250;02305;Appartement;64,24;64;3
251;03190;Appartement;34,46;33;2
252;03190;Appartement;124,01;77;3
253;03190;Appartement;83,87;84;4
254;03321;Maison;107,77;112;5
255;03190;Appartement;61,4;60;4
256;03321;Maison;128,8;85;5
257;03321;Appartement;58,46;59;3
258;03321;Appartement;40,06;40;2
259;03190;Appartement;78,3;79;4
260;03095;Appartement;106;105;5
261;03310;Appartement;74,54;80;3
262;03310;Appartement;81,72;79;3
263;03310;Appartement;67,64;67;4
264;03310;Appartement;42,98;47;2
265;03310;Appartement;40,57;45;2
266;04209;Appartement;105,71;119;4
267;04166;Appartement;106,43;133;4
268;04073;Appartement;29,74;31;1
269;04049;Appartement;65,4;66;3
270;04070;Appartement;144,6;120;4
271;04126;Appartement;24,74;24;1
272;04209;Appartement;32,89;33;1
273;04006;Appartement;20,92;20;1
274;04039;Appartement;93,76;120;4
275;04096;Appartement;20,73;20;1
276;04102;Appartement;26,6;27;2
277;04205;Appartement;40;50;3
278;04006;Appartement;27,46;26;1
279;04070;Appartement;51,42;51;2
280;04070;Maison;71,39;71;3
281;04126;Appartement;41,16;49;2
282;04176;Appartement;65,5;32;2
283;04006;Appartement;34,95;35;2
284;04086;Appartement;60,66;52;3
285;04073;Appartement;24,32;25;1
286;04019;Appartement;23,02;23;1
287;04096;Appartement;59,73;63;2
288;04094;Appartement;33,05;33;2
289;04070;Appartement;23,25;23;1
290;04070;Appartement;30,47;30;2
291;04070;Appartement;28,33;29;1
292;04073;Appartement;35,97;44;1
293;04189;Maison;20,85;32;2
294;04006;Appartement;20,55;21;1
295;04145;Appartement;142,9;147;5
296;04094;Appartement;18,44;18;1
297;04073;Appartement;26,76;30;1
298;04070;Appartement;53,1;51;2
299;04073;Appartement;35,2;23;2
300;04245;Appartement;80,26;80;3
301;04088;Appartement;76,81;74;4
302;04209;Appartement;79,54;80;3
303;04209;Appartement;72,07;85;2
304;04203;Appartement;29,66;29;2
305;04006;Appartement;29,03;37;2
306;04112;Maison;82,37;79;5
307;04088;Appartement;33,8;41;2
308;04006;Appartement;19,72;19;1
309;04112;Appartement;15;98;4
310;04019;Appartement;58,96;60;3
311;04088;Appartement;42,73;42;2
312;04094;Appartement;25,32;27;1
313;04006;Appartement;14,41;20;1
314;04166;Appartement;38,97;60;2
315;04209;Appartement;44,44;35;3
316;04088;Maison;27,26;29;1
317;04112;Appartement;83,88;84;5
318;04226;Appartement;25,55;29;2
319;04139;Appartement;40,4;38;1
320;04209;Appartement;136,86;44;2
321;04205;Appartement;90,75;87;4
322;04151;Maison;59,36;66;2
323;04006;Appartement;26,99;27;1
324;04070;Appartement;67,22;68;3
325;04143;Appartement;39,16;30;2
326;04112;Appartement;63,73;68;3
327;04094;Appartement;102,87;100;4
328;04070;Appartement;82,11;81;4
329;04094;Appartement;23,35;24;1
330;04112;Appartement;30,05;31;1
331;04088;Appartement;49,2;51;2
332;04094;Appartement;24,25;24;1
333;04226;Appartement;37,55;36;2
334;04006;Appartement;108,85;81;2
335;04226;Appartement;73,99;59;3
336;04126;Appartement;28,02;28;1
337;04205;Appartement;22,91;27;1
338;04094;Appartement;27,36;27;1
339;04094;Appartement;27,22;27;1
340;04088;Maison;92,94;95;4
341;04094;Appartement;30,95;30;1
342;04112;Appartement;62,43;60;2
343;04079;Appartement;61,53;61;2
344;04094;Appartement;27,18;26;1
345;04039;Appartement;18;18;1
346;04226;Appartement;24,87;25;1
347;04242;Appartement;62,85;70;3
348;04112;Appartement;56,52;54;3
349;04070;Appartement;52,45;70;4
350;04112;Appartement;67;64;4
351;04096;Appartement;28,48;28;1
352;04096;Appartement;35,65;46;2
353;04070;Appartement;21,35;23;1
354;04226;Appartement;32,84;33;1
355;04230;Appartement;19,28;19;1
356;04209;Appartement;55,5;61;2
357;04070;Appartement;73,48;75;4
358;04209;Appartement;75,06;74;3
359;04112;Appartement;83,46;82;4
360;04049;Maison;89,06;93;4
361;04205;Appartement;25,08;24;2
362;04006;Appartement;26,41;26;1
363;04070;Appartement;54,79;54;4
364;04226;Appartement;42,72;45;2
365;04088;Appartement;45,2;50;2
366;04049;Appartement;44,24;45;2
367;04244;Appartement;41,7;15;1
368;04019;Appartement;46,21;50;2
369;04088;Appartement;64,99;63;3
370;04197;Maison;97,07;87;4
371;04088;Appartement;54,64;56;3
372;04112;Appartement;44,2;52;2
373;04006;Appartement;16,61;17;1
374;04088;Appartement;46,42;47;2
375;04019;Appartement;25,44;26;2
376;04006;Appartement;17,31;18;1
377;04070;Appartement;22,9;39;1
378;04205;Appartement;46,93;30;2
379;04019;Appartement;38,9;40;2
380;04178;Appartement;152,65;110;5
381;04069;Appartement;36,42;40;1
382;04022;Appartement;25,95;38;1
383;04112;Appartement;53,81;53;2
384;04226;Appartement;30;31;1
385;04073;Appartement;24,89;25;2
386;04006;Appartement;11,43;15;1
387;04019;Appartement;16,81;18;1
388;04112;Appartement;68,19;66;4
389;04112;Appartement;59,5;63;3
390;04039;Appartement;18,26;20;1
391;04096;Maison;28,9;63;3
392;04226;Appartement;25,9;25;1
393;04094;Appartement;30;28;1
394;04226;Appartement;29,85;29;1
395;04189;Maison;21,71;32;2
396;04070;Appartement;69,7;66;4
397;04070;Appartement;60,28;62;3
398;04112;Appartement;75,3;75;3
399;04006;Appartement;26,09;26;1
400;04019;Appartement;64,96;46;2
401;04230;Maison;119,9;121;4
402;04094;Appartement;36,24;38;2
403;04143;Appartement;99,22;100;4
404;04094;Appartement;28;28;1
405;04006;Appartement;27,45;25;1
406;04112;Maison;245,13;248;8
407;04205;Appartement;56,04;40;2
408;04070;Appartement;50,05;54;2
409;04189;Maison;20,5;20;1
410;04070;Maison;25,4;110;4
411;04242;Appartement;130,2;114;5
412;04094;Appartement;17,14;17;1
413;04226;Appartement;56,19;58;3
414;04112;Maison;50,04;49;2
415;04079;Appartement;119,4;116;5
416;04209;Appartement;67,58;68;4
417;05070;Appartement;46,78;46;2
418;05153;Appartement;19,15;22;1
419;05084;Appartement;23,69;22;1
420;05177;Appartement;17,34;17;1
421;05046;Appartement;56,2;65;4
422;05156;Appartement;59,6;63;4
423;05177;Appartement;44,71;43;2
424;05023;Appartement;62,38;70;3
425;05096;Appartement;49,61;52;3
426;05177;Appartement;55,76;35;1
427;05101;Maison;80,48;47;4
428;05006;Appartement;26,52;26;1
429;05023;Appartement;45,08;38;2
430;05023;Appartement;72,72;82;6
431;05023;Appartement;35,18;35;2
432;05061;Appartement;25,61;29;2
433;05139;Appartement;32;32;2
434;05064;Appartement;69,45;65;3
435;05023;Appartement;78,84;78;4
436;05001;Appartement;37,09;40;2
437;05061;Appartement;65,39;85;3
438;05161;Appartement;47,48;61;2
439;05179;Appartement;26,1;25;1
440;05023;Appartement;40,92;40;1
441;05004;Appartement;26;24;1
442;05023;Appartement;67;66;4
443;05096;Appartement;56,5;63;3
444;05098;Appartement;38,5;39;2
445;05166;Appartement;42,7;40;2
446;05119;Appartement;16,7;17;1
447;05023;Appartement;0,4;26;1
448;05040;Maison;59,66;69;3
449;05110;Appartement;21,2;21;1
450;05061;Appartement;43,36;45;2
451;05132;Appartement;56,81;56;3
452;05046;Appartement;43,33;43;3
453;05061;Appartement;32,8;32;2
454;05093;Appartement;15,42;14;1
455;05161;Appartement;24,64;24;1
456;05139;Appartement;28,5;30;2
457;05023;Appartement;66,45;66;2
458;05061;Appartement;59,9;61;3
459;05096;Appartement;18,04;16;1
460;05079;Appartement;28,56;28;1
461;05139;Appartement;23,66;25;1
462;05017;Appartement;121,56;122;5
463;05139;Appartement;30,72;30;2
464;05096;Appartement;32,97;33;2
465;05061;Appartement;28,61;30;1
466;05139;Appartement;30,74;29;2
467;05179;Appartement;30,59;31;1
468;05166;Appartement;33,5;37;2
469;05065;Appartement;51,85;50;2
470;05096;Appartement;63,2;69;2
471;05110;Appartement;23,08;24;3
472;05040;Maison;86,49;70;3
473;05139;Appartement;36,44;36;2
474;05098;Appartement;28,96;30;2
475;05061;Appartement;49,06;49;2
476;05040;Maison;100,11;100;5
477;05132;Maison;89,03;82;4
478;05101;Appartement;43,44;44;2
479;05164;Appartement;119,95;126;4
480;05085;Appartement;25,1;62;4
481;05164;Appartement;49,55;57;3
482;05139;Appartement;28,79;28;2
483;05177;Appartement;18,63;18;1
484;05072;Appartement;14;53;4
485;05023;Appartement;68,23;66;3
486;05110;Appartement;21,48;22;2
487;05110;Appartement;16,9;17;1
488;05111;Appartement;101,99;100;4
489;05046;Appartement;54,25;61;3
490;05098;Appartement;26,78;27;1
491;05098;Appartement;27,06;27;1
492;05119;Appartement;18,45;19;1
493;05119;Appartement;39,3;39;3
494;05139;Appartement;35,51;35;2
495;05061;Appartement;52,24;45;2
496;05153;Appartement;14,33;16;1
497;05133;Appartement;49,21;51;2
498;05161;Appartement;39,2;40;3
499;05098;Appartement;30,34;31;1
500;05161;Appartement;28,32;28;1
501;06088;Appartement;99,04;98;4
502;06088;Appartement;30,2;95;3
503;06088;Appartement;80,25;82;3
504;06088;Appartement;72,25;72;4
505;06088;Appartement;19,23;19;1
506;06088;Appartement;56,45;58;2
507;06088;Appartement;18,02;18;1
508;06088;Appartement;32,83;33;2
509;06088;Appartement;48,23;46;2
510;06088;Appartement;34,04;33;1
511;06088;Appartement;36,26;36;2
512;06088;Appartement;69;36;3
513;06114;Appartement;45,5;41;2
514;06088;Appartement;13,69;15;1
515;06088;Appartement;68,75;68;3
516;06088;Appartement;34,31;33;2
517;06088;Appartement;68,35;70;3
518;06088;Appartement;114,78;111;4
519;06088;Appartement;30,76;22;1
520;06088;Appartement;78,45;80;4
521;06088;Appartement;64,25;62;2
522;06088;Appartement;118,14;113;5
523;06088;Appartement;133,44;144;4
524;06088;Appartement;96;130;4
525;06088;Appartement;28,32;28;1
526;06088;Appartement;93,6;95;3
527;06088;Appartement;79,48;76;2
528;06088;Appartement;19,88;20;1
529;06088;Appartement;43,48;42;1
530;06088;Appartement;90,1;91;3
531;06088;Appartement;19,11;20;1
532;06088;Appartement;24,92;33;2
533;06088;Appartement;16,54;16;1
534;06088;Appartement;172,21;158;5
535;06088;Appartement;36,11;34;1
536;06088;Appartement;46,34;46;3
537;06088;Appartement;17,05;17;1
538;06088;Appartement;131,09;127;4
539;06088;Appartement;53,84;55;3
540;06088;Appartement;31,2;40;2
541;06149;Maison;106,78;83;3
542;06088;Appartement;86,82;87;3
543;06088;Appartement;23,13;22;1
544;06088;Appartement;78,01;75;3
545;06088;Appartement;38,29;34;2
546;06088;Appartement;45,51;45;4
547;06088;Appartement;33,27;36;2
548;06088;Appartement;81,04;86;4
549;06088;Appartement;26,51;36;1
550;06088;Appartement;73,71;71;5
551;06088;Appartement;22,24;23;1
552;06088;Appartement;44,01;44;2
553;06149;Appartement;25,75;25;2
554;06088;Appartement;66,41;66;4
555;06088;Appartement;68,39;75;3
556;06088;Appartement;154;130;5
557;06088;Appartement;81,26;81;3
558;06088;Appartement;54,03;55;2
559;06149;Appartement;34,81;36;2
560;06149;Appartement;48,02;52;2
561;06088;Appartement;27,57;30;2
562;06088;Appartement;44,15;42;3
563;06088;Appartement;82,1;95;3
564;06088;Appartement;34,65;35;2
565;06088;Appartement;37,1;34;2
566;06088;Appartement;53,08;52;2
567;06088;Appartement;13,55;14;1
568;06088;Appartement;60,77;59;4
569;06088;Appartement;22,2;30;1
570;06088;Appartement;95,59;78;3
571;06088;Appartement;26,41;25;2
572;06088;Appartement;60,32;56;2
573;06088;Appartement;42,14;46;2
574;06088;Appartement;88,1;86;3
575;06088;Appartement;69,7;61;3
576;06088;Appartement;104,48;100;4
577;06088;Appartement;44,49;25;1
578;06088;Appartement;26,55;26;1
579;06149;Appartement;76,2;76;4
580;06088;Appartement;26,67;26;1
581;06088;Appartement;38,1;46;2
582;06088;Appartement;265,26;253;5
583;06088;Appartement;80,6;35;3
584;06088;Appartement;22,08;21;1
585;06088;Appartement;44,36;43;2
586;06088;Appartement;56,1;57;4
587;06114;Appartement;55,11;55;3
588;06088;Appartement;49,73;52;2
589;06149;Maison;64,63;63;3
590;06149;Appartement;72,8;68;3
591;06088;Appartement;42,24;41;2
592;06088;Appartement;44,77;46;2
593;06088;Appartement;91;90;3
594;06088;Appartement;42,9;43;1
595;06088;Appartement;51,15;51;2
596;06088;Appartement;78,87;85;3
597;06088;Appartement;15,24;19;1
598;06088;Appartement;220,02;209;7
599;06088;Appartement;271,58;25;1
600;06088;Appartement;22,75;25;1
601;06088;Appartement;35,87;36;2
602;06088;Appartement;131,19;100;4
603;06088;Appartement;110,6;118;4
604;06088;Appartement;50,32;53;2
605;06088;Appartement;33,33;33;2
606;06088;Maison;63,6;72;4
607;06088;Appartement;19,39;19;1
608;06088;Appartement;9,82;10;1
609;06088;Appartement;51,5;50;2
610;06088;Appartement;185,05;90;3
611;06088;Appartement;60,13;49;2
612;06088;Appartement;45;45;2
613;06088;Appartement;55,86;63;2
614;06088;Appartement;90,53;86;4
615;06088;Appartement;80,27;82;4
616;06088;Appartement;34,93;36;2
617;06149;Appartement;44,12;45;2
618;06088;Appartement;6,67;15;1
619;06088;Appartement;26,2;26;1
620;06088;Appartement;34,39;34;1
621;06088;Appartement;115,22;120;4
622;06088;Appartement;37,98;40;1
623;06088;Appartement;80,71;84;4
624;06088;Appartement;109,5;113;5
625;06088;Appartement;77,62;39;2
626;06088;Appartement;41,24;30;2
627;06060;Appartement;62,5;82;4
628;06088;Appartement;50,04;60;3
629;06088;Appartement;89,66;88;4
630;06088;Appartement;66,35;66;3
631;06088;Appartement;91,17;100;5
632;06088;Appartement;56,89;56;3
633;06088;Appartement;89,5;86;3
634;06088;Appartement;44,11;44;3
635;06088;Appartement;33,04;60;3
636;06088;Appartement;26,05;25;1
637;06088;Appartement;18,69;21;1
638;06088;Appartement;34,33;33;1
639;06088;Appartement;36,55;36;2
640;06088;Appartement;38,58;38;2
641;06088;Appartement;40,75;41;2
642;06088;Appartement;53,19;57;3
643;06088;Appartement;61,35;65;3
644;06149;Appartement;74,62;66;3
645;06088;Appartement;56,19;60;2
646;06088;Appartement;98,18;85;3
647;06088;Appartement;38,82;35;3
648;06088;Appartement;14,35;14;1
649;06088;Appartement;41,36;39;2
650;06088;Appartement;150,36;153;5
651;06088;Appartement;18,18;17;1
652;06088;Appartement;18,81;20;1
653;06088;Appartement;32,24;32;1
654;06088;Appartement;164,4;30;1
655;06088;Appartement;89,27;91;4
656;06114;Appartement;86,05;85;4
657;06088;Appartement;64,2;64;3
658;06088;Appartement;52,32;57;4
659;06088;Appartement;75,25;73;2
660;06088;Appartement;57,1;44;3
661;06088;Appartement;35,02;33;2
662;06088;Appartement;114,02;127;5
663;06088;Appartement;58,27;55;3
664;06088;Appartement;142,86;141;3
665;06088;Appartement;34,02;34;2
666;06088;Appartement;59,25;53;2
667;06088;Appartement;26,75;32;2
668;06088;Appartement;56,05;46;2
669;06088;Appartement;51,15;69;2
670;06088;Appartement;27,03;34;1
671;06088;Appartement;140,7;150;4
672;06088;Appartement;35,5;40;1
673;06088;Appartement;68,6;61;3
674;06088;Appartement;73,07;85;3
675;06088;Appartement;53,37;55;2
676;06088;Appartement;83,52;68;4
677;06060;Maison;109;87;4
678;06088;Appartement;125,28;120;5
679;06088;Appartement;53,72;57;2
680;06088;Appartement;41,51;47;2
681;06088;Appartement;60,34;59;3
682;06088;Appartement;25,49;26;1
683;06149;Appartement;74,41;70;3
684;06088;Appartement;17,55;17;1
685;06088;Appartement;36,22;35;3
686;06088;Appartement;28,89;30;1
687;06088;Appartement;56,32;60;3
688;06088;Appartement;33,53;34;2
689;06088;Appartement;27;200;7
690;06088;Appartement;73,43;74;3
691;06088;Appartement;16,8;16;1
692;06149;Appartement;69;70;3
693;06088;Appartement;41,01;41;3
694;06088;Appartement;54,49;60;3
695;06088;Appartement;41,27;42;2
696;06088;Appartement;23,04;23;1
697;06088;Appartement;27,08;29;1
698;06088;Appartement;55,32;55;3
699;06088;Appartement;38,78;39;2
700;06088;Appartement;47,35;40;2
701;06088;Appartement;65,28;70;2
702;06088;Maison;288,59;277;6
703;06088;Appartement;21,83;20;1
704;06088;Appartement;35,53;36;1
705;06088;Appartement;117,5;123;4
706;06088;Appartement;36,4;124;5
707;06088;Appartement;26;20;1
708;06088;Appartement;42,26;32;2
709;06088;Appartement;85,71;84;2
710;06088;Appartement;38,03;40;1
711;06149;Appartement;91,41;91;5
712;06088;Appartement;84,01;83;3
713;06088;Appartement;23,74;24;1
714;06088;Appartement;18,74;18;1
715;06088;Appartement;32,47;16;1
716;06088;Appartement;67,18;67;3
717;06149;Maison;99,84;102;5
718;06088;Appartement;16,13;25;1
719;06088;Appartement;31,43;45;2
720;06088;Appartement;52,8;42;1
721;06088;Appartement;47,5;62;3
722;06088;Maison;96,39;96;5
723;06088;Appartement;107,24;107;4
724;06088;Appartement;55,44;54;2
725;06088;Appartement;91,23;90;4
726;06088;Appartement;41,01;40;2
727;06088;Appartement;99,18;109;4
728;06088;Appartement;67,08;67;3
729;06088;Appartement;46,81;47;2
730;06088;Appartement;29,41;30;1
731;06088;Appartement;20,6;20;1
732;06088;Appartement;72,3;92;4
733;06088;Appartement;29,02;29;1
734;06088;Appartement;64,61;71;3
735;06088;Appartement;61,8;62;3
736;06088;Appartement;136,68;123;6
737;06088;Appartement;75,47;80;3
738;06088;Appartement;36,54;35;1
739;06088;Appartement;29,72;24;2
740;06088;Appartement;44,39;45;2
741;06088;Appartement;27;28;1
742;06088;Maison;100,56;102;5
743;06088;Appartement;30,05;26;2
744;06088;Appartement;17,04;18;1
745;06088;Appartement;20,85;22;1
746;06088;Appartement;34,51;34;2
747;06088;Appartement;68,36;69;3
748;06088;Appartement;68,43;68;3
749;06088;Appartement;31,61;31;1
750;06088;Appartement;20;20;1
751;06088;Appartement;28,71;27;1
752;06088;Appartement;48,52;47;2
753;06088;Appartement;21,55;22;1
754;06088;Appartement;17,25;13;1
755;06088;Appartement;44,36;69;2
756;06088;Appartement;98,81;99;4
757;06088;Appartement;15,85;16;1
758;06088;Appartement;24,3;23;1
759;06088;Appartement;46,69;46;2
760;06088;Appartement;66,48;67;3
761;06088;Appartement;15,85;17;1
762;06088;Appartement;71,85;65;3
763;06088;Appartement;137,53;135;5
764;06088;Appartement;55,77;56;2
765;06088;Appartement;67,6;65;3
766;06088;Appartement;42,7;44;2
767;06088;Appartement;20,18;20;1
768;06088;Appartement;66,3;65;3
769;06088;Appartement;21,01;21;1
770;06088;Appartement;42,01;43;2
771;06088;Appartement;88,56;68;4
772;06088;Appartement;24,7;24;1
773;06088;Appartement;36,43;36;1
774;06088;Appartement;112,42;120;5
775;06088;Appartement;31,18;30;1
776;06088;Appartement;104,93;122;3
777;06088;Appartement;46,03;48;2
778;06088;Appartement;76,15;68;4
779;06088;Appartement;89,07;86;4
780;06088;Appartement;28,34;28;1
781;06088;Maison;82,41;84;4
782;06088;Appartement;59,27;60;2
