id_bien;id_commune;type_local;surface_carrez;surface_reelle;nombre_pieces
18136;83129;Appartement;42,86;41;2
18137;83153;Appartement;30,88;31;1
18138;83137;Appartement;45,75;43;2
18139;83137;Appartement;84,54;80;4
18140;83137;Appartement;41,29;43;2
18141;83137;Appartement;77,5;76;4
18142;83153;Appartement;21,34;20;1
18143;83103;Appartement;104,69;92;3
18144;83137;Appartement;91,1;80;4
18145;83137;Appartement;39,8;42;1
18146;83129;Appartement;34,25;22;1
18147;83126;Appartement;48,16;36;2
18148;83062;Appartement;72,37;66;4
18149;83137;Appartement;82,31;79;3
18150;83129;Appartement;79,01;75;4
18151;83144;Appartement;26,74;28;1
18152;83129;Appartement;87;86;4
18153;83129;Appartement;27,87;28;2
18154;83137;Appartement;18,48;27;2
18155;83126;Appartement;43,96;43;2
18156;83129;Appartement;26,56;27;2
18157;83137;Appartement;53,11;53;3
18158;83129;Appartement;79,4;84;4
18159;83126;Appartement;60,76;60;3
18160;83144;Appartement;20,63;18;1
18161;83129;Appartement;61,5;60;3
18162;83126;Appartement;59,57;59;3
18163;83098;Appartement;61,27;68;4
18164;83137;Appartement;85,66;85;4
18165;83137;Appartement;56,11;55;4
18166;83062;Appartement;104,65;107;5
18167;83137;Appartement;57,29;54;3
18168;83129;Appartement;33,1;34;1
18169;83129;Appartement;33,43;33;2
18170;83098;Appartement;52,71;50;2
18171;83126;Appartement;35,78;40;2
18172;83126;Appartement;52,8;52;3
18173;83137;Appartement;72,05;68;4
18174;83098;Appartement;24,08;22;1
18175;83126;Appartement;53,72;54;3
18176;83126;Appartement;50,73;52;3
18177;83137;Appartement;75,5;76;1
18178;83137;Appartement;27,09;28;1
18179;83137;Appartement;65,05;65;3
18180;83137;Appartement;56,15;55;2
18181;83098;Appartement;100,65;102;4
18182;83126;Appartement;81,91;82;4
18183;83137;Appartement;63,89;65;2
18184;83137;Appartement;63,08;64;4
18185;83153;Appartement;34,36;34;2
18186;83126;Appartement;24,11;24;2
18187;83129;Appartement;21,62;22;1
18188;83137;Appartement;66,82;67;4
18189;83126;Appartement;24,7;25;1
18190;83137;Appartement;66,79;64;4
18191;83137;Appartement;66,57;75;4
18192;83126;Maison;62,15;68;5
18193;83137;Appartement;23,4;22;1
18194;83137;Appartement;46;53;3
18195;83137;Appartement;37,8;37;2
18196;83129;Appartement;22,23;24;1
18197;83129;Appartement;60,7;60;2
18198;83129;Appartement;62,98;63;3
18199;83098;Appartement;26,53;25;1
18200;83062;Appartement;53,04;55;3
18201;83137;Appartement;22,04;18;1
18202;83137;Appartement;40,05;45;1
18203;83129;Appartement;128,15;123;4
18204;83129;Appartement;22,89;25;1
18205;83137;Appartement;41,15;45;2
18206;83129;Appartement;31,02;30;2
18207;83137;Appartement;30,03;25;2
18208;83137;Appartement;41,09;42;2
18209;83137;Appartement;56,72;57;2
18210;83137;Appartement;45,85;39;2
18211;83129;Appartement;17,97;18;2
18212;83144;Appartement;62,65;64;3
18213;83062;Appartement;78,6;78;4
18214;83126;Appartement;80;69;3
18215;83137;Maison;60,25;77;5
18216;83126;Maison;96,7;98;5
18217;83137;Appartement;78,15;77;4
18218;83137;Appartement;104,04;204;9
18219;83137;Appartement;94,83;90;5
18220;83137;Appartement;54,35;53;3
18221;83137;Appartement;19,98;20;1
18222;83137;Appartement;67,15;63;3
18223;83137;Maison;68,48;66;4
18224;83126;Maison;28,86;29;2
18225;83098;Appartement;46,45;46;2
18226;83126;Appartement;47,14;47;2
18227;83137;Appartement;123,2;123;5
18228;83126;Appartement;62,75;63;3
18229;83062;Maison;101,69;88;5
18230;83126;Appartement;39,57;39;2
18231;83144;Appartement;78,99;79;4
18232;83126;Appartement;39,8;39;2
18233;83129;Appartement;31,78;32;2
18234;83126;Appartement;73,55;80;3
18235;83129;Appartement;27,81;28;2
18236;83137;Appartement;75,35;72;5
18237;83126;Appartement;69,78;66;4
18238;83126;Maison;62,02;66;2
18239;83137;Appartement;47,35;44;2
18240;83137;Appartement;94,44;98;5
18241;83137;Appartement;73,99;68;4
18242;83137;Appartement;50,5;52;3
18243;83137;Appartement;61;60;4
18244;83137;Appartement;38,25;37;2
18245;83137;Appartement;52;50;2
18246;83137;Appartement;60,47;60;3
18247;83137;Appartement;104,56;104;4
18248;83137;Appartement;46,66;45;3
18249;83137;Appartement;45,88;48;3
18250;83137;Appartement;95,55;110;4
18251;83137;Maison;105,99;110;6
18252;83137;Appartement;31,6;32;2
18253;83098;Appartement;85,42;83;5
18254;83129;Appartement;47,38;45;2
18255;83126;Appartement;34,3;34;2
18256;83137;Appartement;111,24;88;4
18257;83137;Appartement;33,65;40;1
18258;83137;Appartement;37,15;90;3
18259;83126;Maison;81,44;85;4
18260;83137;Appartement;35,7;37;1
18261;83126;Appartement;24,39;25;1
18262;83137;Appartement;37,1;36;2
18263;83129;Appartement;64,49;67;3
18264;83137;Appartement;67,01;68;3
18265;83098;Appartement;70,03;72;4
18266;83126;Appartement;53,77;55;3
18267;83126;Appartement;55,45;53;3
18268;83137;Appartement;67,5;70;3
18269;83062;Maison;85,2;89;4
18270;83144;Appartement;69,3;70;3
18271;83137;Appartement;60,3;58;3
18272;83126;Appartement;83,4;83;4
18273;83126;Appartement;39,7;38;2
18274;83129;Appartement;68,7;66;4
18275;83137;Appartement;74,19;74;3
18276;83126;Appartement;76,9;76;4
18277;83126;Appartement;56,25;56;3
18278;83144;Appartement;19,81;18;1
18279;83137;Appartement;67,9;65;2
18280;83062;Appartement;95,43;95;5
18281;83137;Appartement;123,6;121;4
18282;83137;Appartement;57,04;57;3
18283;83137;Appartement;67,66;60;3
18284;83137;Appartement;47;49;3
18285;83098;Appartement;54,31;54;3
18286;83129;Appartement;29,05;30;2
18287;83137;Appartement;67,19;68;4
18288;83144;Maison;81,08;81;3
18289;83144;Appartement;73,8;76;3
18290;83126;Appartement;18,85;21;2
18291;83126;Appartement;24,61;42;3
18292;83098;Appartement;61,84;58;3
18293;83126;Appartement;40,22;39;1
18294;83137;Appartement;92,56;100;5
18295;83137;Appartement;78,41;73;4
18296;83137;Appartement;198,83;196;6
18297;83137;Appartement;19,68;20;2
18298;83129;Appartement;47,43;47;2
18299;83098;Appartement;33,35;34;2
18300;83062;Appartement;42,02;41;2
18301;83126;Appartement;69,95;69;3
18302;83137;Appartement;45,37;51;2
18303;83062;Appartement;20,85;20;1
18304;83129;Maison;23,3;44;2
18305;83137;Appartement;19,59;20;1
18306;83137;Appartement;68,69;63;3
18307;83126;Appartement;64,02;63;4
18308;83137;Appartement;53,52;52;3
18309;83098;Appartement;54,5;70;3
18310;83126;Appartement;32,47;33;1
18311;83137;Appartement;38,54;39;2
18312;83153;Appartement;51,45;52;3
18313;83126;Appartement;95,65;98;5
18314;83137;Appartement;33,59;35;1
18315;83129;Appartement;50,93;51;2
18316;83137;Appartement;44,77;42;2
18317;83126;Appartement;36,53;37;2
18318;83137;Appartement;72,72;79;2
18319;83137;Appartement;48,73;53;3
18320;83137;Appartement;57,44;54;3
18321;83129;Appartement;60,7;58;3
18322;83137;Appartement;68,69;75;3
18323;83062;Appartement;80,1;74;4
18324;83137;Appartement;41,22;41;2
18325;83137;Appartement;50,73;54;1
18326;83126;Appartement;57,36;55;3
18327;83137;Appartement;59,5;58;3
18328;83129;Appartement;34,18;36;2
18329;83129;Appartement;21,7;22;1
18330;83137;Maison;89,85;80;3
18331;83137;Appartement;78,91;77;4
18332;83126;Maison;95,87;101;5
18333;83137;Appartement;26,8;27;2
18334;83126;Maison;86;88;4
18335;83137;Appartement;96,4;96;5
18336;83137;Appartement;37;39;2
18337;83137;Maison;95,1;99;4
18338;83137;Appartement;46,67;49;2
18339;83137;Appartement;113,25;112;4
18340;83137;Appartement;31,1;31;1
18341;83126;Maison;86,26;89;4
18342;83137;Appartement;16,88;17;1
18343;83137;Appartement;20,21;20;1
18344;83137;Appartement;69,62;73;4
18345;83126;Appartement;69,65;40;2
18346;83137;Appartement;69,9;72;3
18347;83137;Appartement;54,08;45;2
18348;83129;Appartement;43,1;44;2
18349;83137;Appartement;97,5;90;3
18350;83126;Appartement;20,71;21;1
18351;83137;Appartement;79,05;78;4
18352;83137;Appartement;38,42;40;2
18353;83137;Appartement;71,37;71;4
18354;83126;Appartement;37,7;37;3
18355;83062;Appartement;48,91;48;2
18356;83137;Appartement;27,52;29;2
18357;83137;Appartement;79,65;79;4
18358;83137;Appartement;41,8;52;2
18359;83137;Appartement;40,22;40;2
18360;83137;Appartement;25,01;28;1
18361;83137;Appartement;71,3;60;4
18362;83137;Appartement;81;85;3
18363;83137;Appartement;64,22;66;3
18364;83137;Appartement;50,58;50;2
18365;83098;Appartement;48,6;50;2
18366;83137;Appartement;17,98;19;1
18367;83126;Appartement;47,8;35;2
18368;83137;Appartement;82,8;74;4
18369;83070;Appartement;64,84;64;3
18370;83034;Appartement;29,85;30;2
18371;83009;Appartement;15,2;15;1
18372;83070;Appartement;30,59;25;1
18373;83123;Maison;86,68;89;4
18374;83130;Appartement;56,15;61;3
18375;83069;Appartement;121,99;118;4
18376;83016;Appartement;43,14;42;3
18377;83069;Appartement;83,43;70;3
18378;83069;Appartement;76,03;76;4
18379;83009;Appartement;84,28;90;2
18380;83112;Appartement;47,52;38;2
18381;83069;Appartement;39,38;36;1
18382;83009;Appartement;28,93;32;2
18383;83016;Appartement;48,51;50;2
18384;83071;Appartement;69,3;69;3
18385;83009;Appartement;37,6;51;2
18386;83123;Maison;86,92;91;5
18387;83123;Appartement;33,49;33;2
18388;83069;Appartement;78,9;78;4
18389;83069;Appartement;20,15;20;1
18390;83027;Appartement;52,04;60;2
18391;83112;Appartement;27,91;30;1
18392;83123;Appartement;55,6;57;3
18393;83123;Appartement;48,5;50;1
18394;83112;Appartement;72,5;64;4
18395;83090;Appartement;50,21;49;2
18396;83130;Appartement;73,41;74;3
18397;83019;Appartement;15,86;15;1
18398;83123;Appartement;92,68;104;4
18399;83123;Appartement;60,77;45;3
18400;83009;Appartement;25,29;26;1
18401;83069;Appartement;33,64;32;1
18402;83070;Appartement;20,69;23;1
18403;83034;Appartement;46,49;49;3
18404;83112;Appartement;68,46;70;3
18405;83130;Appartement;73,54;66;3
18406;83123;Appartement;35,67;35;2
18407;83070;Appartement;30,47;30;1
18408;83034;Appartement;87,49;64;3
18409;83069;Appartement;33,12;31;1
18410;83112;Appartement;26,08;26;1
18411;83054;Appartement;29,11;40;2
18412;83009;Appartement;21,68;23;2
18413;83112;Appartement;65,87;67;1
18414;83034;Appartement;19,37;20;1
18415;83112;Maison;81,24;70;5
18416;83009;Appartement;45,41;45;2
18417;83034;Maison;111;110;5
18418;83009;Appartement;30,99;30;1
18419;83090;Appartement;47,45;45;2
18420;83123;Appartement;22,47;22;1
18421;83069;Appartement;72,31;77;4
18422;83069;Appartement;66,64;67;3
18423;83112;Appartement;64,47;64;3
18424;83123;Appartement;43,2;51;1
18425;83019;Appartement;16,23;16;1
18426;83112;Maison;76,55;76;4
18427;83123;Appartement;45,35;44;2
18428;83069;Appartement;90,09;82;3
18429;83069;Appartement;73,29;73;4
18430;83047;Appartement;66,3;70;3
18431;83054;Maison;134,84;79;4
18432;83054;Appartement;55,64;62;3
18433;83100;Appartement;48,22;48;3
18434;83090;Appartement;50,33;59;3
18435;83069;Appartement;20,04;20;1
18436;83069;Appartement;53,52;50;2
18437;83069;Appartement;15,75;14;0
18438;83019;Maison;128,27;125;5
18439;83112;Appartement;35,74;38;2
18440;83069;Appartement;17,18;18;1
18441;83123;Maison;101,44;100;4
18442;83069;Appartement;24,24;31;1
18443;83069;Appartement;27,21;29;1
18444;83090;Appartement;46,75;68;2
18445;83049;Appartement;66,51;69;3
18446;83034;Appartement;46,76;46;1
18447;83053;Maison;51,64;63;3
18448;83123;Appartement;50,15;48;2
18449;83069;Appartement;83,04;92;4
18450;83091;Appartement;81,04;90;2
18451;83069;Appartement;39,37;40;2
18452;83123;Appartement;23,7;21;1
18453;83130;Appartement;47,3;49;3
18454;83009;Appartement;29,42;29;1
18455;83123;Appartement;28,85;28;2
18456;83071;Appartement;32,07;30;3
18457;83123;Appartement;32,83;23;2
18458;83071;Appartement;18,45;18;1
18459;83019;Appartement;30,45;31;1
18460;83071;Appartement;55,26;55;3
18461;83090;Maison;86,8;89;4
18462;83047;Appartement;132,57;126;3
18463;83009;Appartement;23,73;24;1
18464;83090;Appartement;34,35;40;2
18465;83034;Appartement;78,04;30;1
18466;83047;Maison;150;172;7
18467;83090;Appartement;45,9;46;2
18468;83009;Appartement;33,98;34;1
18469;83112;Appartement;40,44;31;1
18470;83123;Appartement;27,13;25;1
18471;83090;Appartement;42,69;43;2
18472;83009;Appartement;39,1;40;2
18473;83009;Appartement;27,65;21;1
18474;83069;Appartement;25,88;27;1
18475;83047;Appartement;39,23;39;2
18476;83017;Appartement;77,51;76;3
18477;83019;Appartement;19,79;20;1
18478;83009;Maison;42,78;49;2
18479;83009;Appartement;23,39;24;1
18480;83123;Appartement;32,75;25;1
18481;83071;Appartement;25,13;25;2
18482;83070;Appartement;55;56;3
18483;83091;Appartement;67,11;65;3
18484;83071;Appartement;16,53;17;1
18485;83071;Appartement;24,71;25;1
18486;83009;Appartement;27,52;18;2
18487;83069;Appartement;40,22;36;2
18488;83009;Appartement;70,81;60;2
18489;83123;Appartement;28,69;28;2
18490;83132;Appartement;84;83;3
18491;83123;Appartement;23,09;23;1
18492;83071;Appartement;26,72;26;2
18493;83034;Appartement;43,41;44;2
18494;83009;Appartement;74,7;82;4
18495;83009;Appartement;65,04;65;3
18496;83047;Appartement;69,36;70;3
18497;83131;Maison;70,13;73;5
18498;83091;Appartement;47,22;53;3
18499;83009;Appartement;49,03;48;2
18500;83016;Appartement;71,62;71;3
18501;83112;Appartement;38,71;39;2
18502;83130;Appartement;54,81;54;3
18503;83123;Appartement;16,79;16;1
18504;83071;Appartement;28,97;28;2
18505;83071;Appartement;41,21;42;2
18506;83123;Appartement;67,57;78;3
18507;83009;Maison;24,02;24;1
18508;83019;Appartement;21,05;20;1
18509;83016;Appartement;71,85;75;3
18510;83069;Appartement;32,93;33;2
18511;83069;Appartement;157,13;110;1
18512;83034;Appartement;66,94;68;4
18513;83123;Maison;107;103;4
18514;83033;Appartement;85,07;101;3
18515;83019;Appartement;20,33;21;1
18516;83070;Maison;37,83;40;2
18517;83069;Appartement;29;35;2
18518;83112;Appartement;36,86;31;2
18519;83123;Appartement;36;36;2
18520;83090;Maison;99,03;91;4
18521;83019;Appartement;25,55;25;2
18522;83090;Appartement;33,25;32;2
18523;83070;Appartement;25,8;25;2
18524;83049;Appartement;52,8;58;3
18525;83019;Appartement;33,98;34;2
18526;83070;Appartement;52,45;54;3
18527;83130;Appartement;44,51;43;2
18528;83019;Appartement;28,67;25;1
18529;83049;Appartement;22,74;13;1
18530;83034;Appartement;61,02;60;3
18531;83047;Maison;106,02;105;5
18532;83016;Appartement;74,35;53;3
18533;83069;Appartement;36,37;39;2
18534;83069;Maison;88,01;90;4
18535;83009;Appartement;18;18;1
18536;83009;Appartement;22,66;23;2
18537;83009;Appartement;21,74;30;2
18538;83016;Appartement;77,05;78;3
18539;83034;Appartement;38,37;38;2
18540;83130;Appartement;70,71;70;3
18541;83019;Appartement;41,79;45;2
18542;83123;Appartement;41,33;50;2
18543;83070;Appartement;25,44;27;1
18544;83054;Maison;100,8;72;3
18545;83009;Appartement;78,03;86;4
18546;83034;Appartement;30,82;30;4
18547;83049;Appartement;60,23;60;3
18548;83123;Appartement;53,66;41;3
18549;83090;Appartement;55,47;55;3
18550;83123;Appartement;34,02;39;2
18551;83100;Appartement;20,64;24;1
18552;83112;Appartement;109,74;105;5
18553;83127;Maison;93,39;92;4
18554;83071;Appartement;68,6;69;4
18555;83070;Appartement;25,38;25;2
18556;83112;Appartement;69,2;66;4
18557;83112;Appartement;100,97;103;4
18558;83112;Maison;77,79;74;5
18559;83123;Appartement;22,7;30;1
18560;83009;Appartement;28,99;29;2
18561;83016;Appartement;35,87;35;2
18562;83090;Appartement;31,6;33;2
18563;83069;Appartement;73,59;76;3
18564;83069;Appartement;62,64;45;2
18565;83069;Appartement;65,47;71;3
18566;83069;Appartement;31,14;30;1
18567;83069;Appartement;22,68;23;1
18568;83070;Appartement;52,34;56;3
18569;83034;Appartement;26,21;25;2
18570;83035;Maison;110,25;118;4
18571;83069;Appartement;33,41;34;1
18572;83016;Appartement;56,8;36;1
18573;83070;Appartement;29,01;30;2
18574;83009;Appartement;58,43;54;3
18575;83130;Appartement;68,59;65;3
18576;83054;Appartement;50,11;50;2
18577;83069;Appartement;91,8;105;4
18578;83034;Appartement;50,82;59;1
18579;83069;Appartement;33,7;33;2
18580;83009;Appartement;34,78;34;2
18581;83009;Appartement;59,02;61;3
18582;83069;Appartement;36,88;37;1
18583;83069;Appartement;38,05;38;2
18584;83071;Appartement;27,54;28;2
18585;83071;Appartement;44,83;40;2
18586;83070;Appartement;55,97;66;3
18587;83071;Appartement;28,24;28;2
18588;83069;Appartement;47,55;46;2
18589;83070;Appartement;37,45;38;2
18590;83070;Appartement;28,78;28;2
18591;83071;Appartement;30,34;30;2
18592;83090;Appartement;30,3;30;1
18593;83034;Appartement;37,23;37;4
18594;83034;Appartement;36,34;40;3
18595;83123;Appartement;81,1;83;4
18596;83053;Appartement;73,49;77;3
18597;83069;Appartement;61,26;60;3
18598;83069;Appartement;34,72;32;1
18599;83070;Appartement;35,7;30;2
18600;83071;Appartement;44,5;44;3
18601;83127;Appartement;76,94;75;4
18602;83130;Appartement;60,19;58;3
18603;83019;Appartement;59,3;59;3
18604;83071;Appartement;21,18;21;2
18605;83016;Appartement;90,52;88;3
18606;83090;Appartement;78,23;77;4
18607;83069;Appartement;51,04;53;2
18608;83123;Maison;144,05;136;6
18609;83123;Appartement;36,74;39;4
18610;83112;Appartement;44,68;36;2
18611;83009;Appartement;15,9;17;1
18612;83069;Appartement;77,75;77;3
18613;83069;Appartement;27,88;27;1
18614;83069;Appartement;26,23;30;2
18615;83069;Appartement;55,52;55;3
18616;83069;Appartement;63,54;46;2
18617;83069;Appartement;61,56;62;3
18618;83016;Appartement;74,6;110;4
18619;83090;Appartement;80,37;32;1
18620;83071;Appartement;30,52;31;2
18621;83123;Maison;33,72;19;1
18622;83019;Maison;68,36;60;4
18623;83069;Appartement;23,18;26;1
18624;83009;Appartement;28,8;32;1
18625;83069;Appartement;24,57;25;1
18626;83090;Appartement;19,77;19;2
18627;83049;Appartement;45,78;45;2
18628;83054;Appartement;76,36;77;5
18629;83069;Appartement;70,79;78;3
18630;83069;Appartement;74,18;70;4
18631;83069;Maison;97,53;95;4
18632;83016;Appartement;60,82;63;2
18633;83069;Appartement;63,63;64;2
18634;83009;Appartement;45,62;46;2
18635;83069;Appartement;55,8;52;2
18636;83009;Appartement;65,69;66;3
18637;83019;Appartement;30,32;30;2
18638;83071;Appartement;30,19;31;1
18639;83016;Appartement;49,4;50;2
18640;83034;Appartement;60,03;66;2
18641;83071;Appartement;65,4;55;3
18642;83019;Maison;114,43;130;4
18643;83016;Appartement;29,37;36;2
18644;83130;Appartement;42,07;42;2
18645;83069;Appartement;85,05;84;3
18646;83069;Appartement;62,6;62;2
18647;83069;Appartement;26,23;26;1
18648;83069;Appartement;42,64;42;2
18649;83034;Appartement;51,22;52;3
18650;83071;Appartement;23,97;23;1
18651;83069;Appartement;54,7;56;3
18652;83047;Appartement;36,01;36;2
18653;83069;Appartement;68,34;52;2
18654;83016;Appartement;31,26;32;2
18655;83071;Appartement;37,14;36;3
18656;83123;Appartement;17,7;18;1
18657;83034;Appartement;60,24;60;3
18658;83123;Appartement;23,09;23;1
18659;83123;Appartement;47,24;47;2
18660;83069;Appartement;17,03;17;1
18661;83123;Appartement;15,72;14;1
18662;83123;Appartement;67,68;66;3
18663;83047;Appartement;55,44;36;3
18664;83112;Appartement;35,41;38;2
18665;83123;Maison;88,02;90;4
18666;83123;Appartement;22,19;18;1
18667;83047;Appartement;41,59;41;2
18668;83069;Appartement;64,48;75;3
18669;83053;Maison;219,6;226;7
18670;83112;Appartement;22,3;22;1
18671;83049;Appartement;65,73;68;4
18672;83069;Appartement;28,33;43;2
18673;83071;Appartement;27,84;27;2
18674;83016;Appartement;42,77;45;2
18675;83016;Appartement;38,17;37;2
18676;83069;Appartement;56,75;57;3
18677;83123;Appartement;67,45;71;2
18678;83069;Appartement;77,11;74;3
18679;83112;Maison;68,21;64;1
18680;83009;Appartement;48,65;52;2
18681;83070;Appartement;59,67;66;3
18682;83123;Appartement;38,16;38;2
18683;83112;Appartement;27,13;28;1
18684;83069;Appartement;102,16;103;4
18685;83009;Appartement;36;36;1
18686;83009;Appartement;81,23;82;4
18687;83071;Appartement;16,35;17;1
18688;83009;Appartement;14,03;18;1
18689;83034;Appartement;23,22;24;1
18690;83091;Appartement;58,55;63;3
18691;83090;Appartement;16,95;23;1
18692;83123;Appartement;21,29;21;1
18693;83069;Appartement;61,03;65;2
18694;83054;Maison;106,93;58;3
18695;83054;Appartement;58,99;69;3
18696;83130;Appartement;97,14;96;4
18697;83123;Appartement;70,08;70;3
18698;83069;Appartement;86,18;87;3
18699;83016;Appartement;62,42;50;3
18700;83071;Appartement;69,9;63;3
18701;83043;Appartement;36,5;36;2
18702;83123;Appartement;63,54;62;3
18703;83069;Appartement;41,62;41;2
18704;83123;Appartement;24,4;24;2
18705;83047;Appartement;53,3;56;3
18706;83069;Appartement;37,48;39;1
18707;83123;Appartement;16,22;16;1
18708;83009;Appartement;62,79;63;3
18709;83127;Appartement;51,75;48;1
18710;83069;Appartement;73,09;70;3
18711;83071;Appartement;93,14;93;5
18712;83123;Appartement;61,94;65;4
18713;83069;Appartement;69,82;68;3
18714;83049;Appartement;44,89;44;2
18715;83009;Appartement;28,36;19;1
18716;83069;Appartement;31,31;32;2
18717;83054;Appartement;80;80;4
18718;83043;Appartement;130,7;100;6
18719;83069;Appartement;40,39;44;3
18720;83123;Appartement;18,47;20;1
18721;83123;Appartement;27,71;27;1
18722;83069;Appartement;74;76;4
18723;83112;Appartement;27,2;27;1
18724;83070;Appartement;21,51;25;1
18725;83019;Appartement;57,01;73;3
18726;83069;Appartement;58,39;55;2
18727;83047;Appartement;49,01;50;2
18728;83071;Appartement;29,81;30;2
18729;83069;Appartement;19,94;14;1
18730;83016;Appartement;80,82;81;4
18731;83123;Appartement;21,43;21;1
18732;83009;Appartement;53,34;54;2
18733;83130;Appartement;119,28;110;4
18734;83069;Appartement;40,01;41;2
18735;83070;Appartement;53,1;32;2
18736;83070;Appartement;32,83;33;2
18737;83070;Appartement;41,62;60;3
18738;83090;Appartement;35,42;35;1
18739;83069;Appartement;23,21;23;1
18740;83070;Appartement;55,08;54;3
18741;83112;Appartement;44;44;2
18742;83069;Appartement;61,75;57;2
18743;83090;Appartement;37,59;40;2
18744;83016;Appartement;59,7;58;3
18745;83130;Appartement;42;41;2
18746;83069;Appartement;79,76;27;1
18747;83069;Appartement;26,22;28;2
18748;83009;Appartement;29,2;29;1
18749;83130;Appartement;54,75;60;3
18750;83069;Appartement;73,39;75;4
18751;83123;Maison;65,87;48;2
18752;83016;Maison;32,05;25;3
18753;83034;Appartement;64,26;64;3
18754;83112;Appartement;34,45;36;2
18755;83019;Appartement;19,89;20;1
18756;83123;Maison;139,62;125;5
18757;83123;Maison;74,68;76;4
18758;83112;Appartement;65,03;55;3
18759;83090;Maison;218,12;150;4
18760;83069;Appartement;59,28;54;3
18761;83071;Appartement;29,63;29;2
18762;83070;Appartement;22,53;23;2
18763;83069;Maison;88,69;82;3
18764;83009;Appartement;26,47;28;1
18765;83009;Appartement;28,68;30;1
18766;83069;Appartement;60,59;58;3
18767;83017;Appartement;34,11;40;1
18768;83009;Appartement;30,43;40;2
18769;83069;Appartement;35,63;36;1
18770;83070;Appartement;45,25;45;2
18771;83069;Appartement;31,4;36;1
18772;83112;Appartement;51,01;34;2
18773;83069;Appartement;63,19;63;3
18774;83054;Appartement;129,5;129;6
18775;83035;Maison;111,66;117;5
18776;83054;Appartement;57,6;55;3
18777;83070;Appartement;29,65;32;2
18778;83069;Appartement;79,65;91;4
18779;83123;Appartement;67,79;67;3
18780;83009;Appartement;48,04;43;2
18781;83016;Appartement;64,11;76;4
18782;83019;Maison;116,7;72;3
18783;83112;Appartement;32,64;32;2
18784;83112;Appartement;58,49;60;3
18785;83112;Appartement;48,84;49;2
18786;83019;Appartement;32,36;32;2
18787;83112;Appartement;84,48;89;4
18788;83112;Appartement;73,88;75;3
18789;83009;Appartement;43,64;57;2
18790;83019;Appartement;40;48;3
18791;83112;Appartement;25,81;23;1
18792;83069;Appartement;71,27;66;3
18793;83069;Maison;72,28;72;3
18794;83069;Appartement;43,65;54;2
18795;83019;Appartement;28,11;28;1
18796;83009;Appartement;33,86;33;1
18797;83049;Appartement;40,47;59;2
18798;83069;Appartement;32,11;32;2
18799;83069;Appartement;61,34;66;3
18800;83069;Appartement;73,25;66;4
18801;83069;Appartement;70,2;70;3
18802;83054;Appartement;59,69;70;3
18803;83069;Appartement;98,88;89;2
18804;83071;Appartement;25,04;25;2
18805;83090;Appartement;25,83;24;1
18806;83071;Appartement;35,82;35;2
18807;83009;Appartement;67,36;66;3
18808;83019;Appartement;89,25;89;2
18809;83047;Appartement;81,68;84;4
18810;83009;Appartement;50,51;50;3
18811;83090;Maison;96,74;100;5
18812;83123;Appartement;65,62;65;3
18813;83070;Appartement;42,47;43;3
18814;84031;Appartement;63,17;79;3
18815;84007;Appartement;30,06;32;2
18816;84007;Appartement;37,24;40;2
18817;84031;Appartement;28;36;2
18818;84080;Appartement;49,45;60;2
18819;84007;Appartement;27,25;28;1
18820;84007;Appartement;59,2;59;3
18821;84007;Appartement;20;20;1
18822;84007;Appartement;27,68;27;1
18823;84007;Appartement;36,22;36;2
18824;84007;Appartement;60,66;61;3
18825;84007;Appartement;75,7;68;4
18826;84007;Appartement;10,51;11;1
18827;84007;Appartement;17,7;18;1
18828;84017;Maison;30,6;26;2
18829;84129;Appartement;69,71;72;3
18830;84092;Appartement;46,35;48;2
18831;84007;Appartement;103,98;99;5
18832;84129;Appartement;58;56;3
18833;84081;Appartement;48,3;48;2
18834;84129;Appartement;68,17;67;4
18835;84007;Appartement;21,67;22;1
18836;84007;Appartement;35,25;37;2
18837;84088;Appartement;84,92;85;3
18838;84081;Maison;137,88;123;5
18839;84081;Appartement;120;94;4
18840;84092;Appartement;64,23;65;3
18841;84007;Appartement;35,94;35;2
18842;84016;Appartement;75,12;80;4
18843;84031;Appartement;46,4;43;2
18844;84007;Appartement;83,7;83;3
18845;84122;Appartement;55,5;72;2
18846;84129;Appartement;57,63;56;3
18847;84031;Appartement;113,63;111;3
18848;84007;Appartement;18,09;17;1
18849;84007;Maison;72,59;65;3
18850;84007;Appartement;32,49;37;2
18851;84141;Maison;125,92;95;4
18852;84007;Appartement;19;20;1
18853;84007;Appartement;174,41;176;4
18854;84007;Appartement;21,35;24;1
18855;84007;Maison;72,02;70;4
18856;84122;Appartement;57,02;57;3
18857;84007;Appartement;73,99;73;3
18858;84007;Appartement;78,43;79;5
18859;84007;Appartement;157,14;138;4
18860;84092;Appartement;61,19;65;3
18861;84007;Appartement;60,47;60;2
18862;84007;Appartement;82,9;83;3
18863;84039;Appartement;65,5;65;3
18864;84007;Appartement;36,39;34;1
18865;84007;Appartement;73,38;75;3
18866;84031;Appartement;51,82;47;3
18867;84092;Appartement;55,9;58;3
18868;84007;Appartement;92,04;96;5
18869;84007;Appartement;41,69;41;2
18870;84129;Appartement;60,89;85;2
18871;84007;Appartement;21,05;21;1
18872;84004;Maison;42,05;34;1
18873;84007;Appartement;50,86;54;1
18874;84007;Appartement;77,31;87;4
18875;84007;Appartement;64;65;1
18876;84007;Appartement;32,21;34;1
